workout_id,member_id,activity_date,steps,distance_km,very_active_minutes,moderately_active_minutes,light_active_minutes,sedentary_minutes,calories_burned,source
wkt_0011589,mem_2fddd65bf50d,2026-07-24,986,1.33,0,0,59,1207,1425,synthetic
wkt_0011590,mem_2fddd65bf50d,2026-07-25,1911,2.0,0,0,89,1210,2549,synthetic
wkt_0011591,mem_2fddd65bf50d,2026-07-26,6835,7.24,0,0,377,701,1540,synthetic
wkt_0011592,mem_2fddd65bf50d,2026-07-27,0,0.0,0,0,0,1277,1948,synthetic
wkt_0011593,mem_2fddd65bf50d,2026-07-28,3666,4.95,3,6,76,750,1378,synthetic
wkt_0011594,mem_2fddd65bf50d,2026-07-29,11621,14.34,50,5,90,1132,2095,synthetic
wkt_0011595,mem_2fddd65bf50d,2026-07-30,0,0.0,0,0,0,1575,1775,synthetic
wkt_0011596,mem_2fddd65bf50d,2026-07-31,13061,16.08,49,27,222,845,2281,synthetic
wkt_0011597,mem_2fddd65bf50d,2026-08-01,6322,7.54,0,0,351,1224,2222,synthetic
wkt_0011598,mem_2fddd65bf50d,2026-08-02,5713,5.95,0,10,205,784,3148,synthetic
wkt_0011599,mem_2fddd65bf50d,2026-08-03,9827,9.01,19,4,428,903,2024,synthetic
wkt_0011600,mem_2fddd65bf50d,2026-08-04,12261,16.34,31,51,233,1009,3574,synthetic
wkt_0011601,mem_2fddd65bf50d,2026-08-05,2501,2.43,0,0,113,757,1938,synthetic
wkt_0011602,mem_464937826e8f,2026-06-19,10323,10.28,36,25,141,722,2893,synthetic
wkt_0011603,mem_464937826e8f,2026-06-20,9790,14.28,19,12,202,1259,2630,synthetic
wkt_0011604,mem_464937826e8f,2026-06-21,12158,11.76,9,18,294,929,2873,synthetic
wkt_0011605,mem_464937826e8f,2026-06-22,27647,37.2,184,34,104,1286,3778,synthetic
wkt_0011606,mem_464937826e8f,2026-06-23,3995,4.26,0,0,0,1420,2464,synthetic
wkt_0011607,mem_464937826e8f,2026-06-24,1734,1.79,0,0,77,1377,1665,synthetic
wkt_0011608,mem_464937826e8f,2026-06-25,5753,6.12,0,0,268,1301,2973,synthetic
wkt_0011609,mem_464937826e8f,2026-06-26,7044,8.2,0,0,307,1190,3181,synthetic
wkt_0011610,mem_464937826e8f,2026-06-27,4631,4.75,0,11,193,740,2840,synthetic
wkt_0011611,mem_464937826e8f,2026-06-28,17712,16.06,96,18,266,568,1846,synthetic
wkt_0011612,mem_464937826e8f,2026-06-29,13488,15.19,36,46,285,1072,2333,synthetic
wkt_0011613,mem_464937826e8f,2026-06-30,4118,5.18,0,10,176,882,2905,synthetic
wkt_0011614,mem_464937826e8f,2026-07-01,11928,11.84,67,6,157,738,3038,synthetic
wkt_0011615,mem_464937826e8f,2026-07-02,5304,7.0,3,7,172,682,2220,synthetic
wkt_0011616,mem_464937826e8f,2026-07-03,0,0.0,0,0,0,1422,1890,synthetic
wkt_0011617,mem_464937826e8f,2026-07-04,11110,16.83,63,22,297,1105,2882,synthetic
wkt_0011618,mem_464937826e8f,2026-07-05,12048,15.38,64,5,179,1078,2665,synthetic
wkt_0011619,mem_464937826e8f,2026-07-06,3584,3.03,0,0,188,912,2012,synthetic
wkt_0011620,mem_464937826e8f,2026-07-07,12936,12.22,48,3,250,646,2181,synthetic
wkt_0011621,mem_464937826e8f,2026-07-08,2497,2.21,0,0,126,940,1866,synthetic
wkt_0011622,mem_464937826e8f,2026-07-09,1195,1.5,0,0,58,1495,1946,synthetic
wkt_0011623,mem_464937826e8f,2026-07-10,2111,2.18,1,6,76,1423,2205,synthetic
wkt_0011624,mem_464937826e8f,2026-07-11,2416,2.07,0,0,119,1314,1536,synthetic
wkt_0011625,mem_464937826e8f,2026-07-12,1681,1.81,0,0,101,1423,1444,synthetic
wkt_0011626,mem_464937826e8f,2026-07-13,2265,2.03,0,0,73,874,2101,synthetic
wkt_0011627,mem_464937826e8f,2026-07-14,0,0.0,0,0,0,1392,1776,synthetic
wkt_0011628,mem_464937826e8f,2026-07-15,8638,8.31,6,19,217,1332,1902,synthetic
wkt_0011629,mem_464937826e8f,2026-07-16,0,0.0,0,593,0,785,4939,synthetic
wkt_0011630,mem_464937826e8f,2026-07-17,219,0.22,0,0,9,36,49,synthetic
wkt_0011631,mem_464937826e8f,2026-07-18,8224,10.95,70,13,154,687,3576,synthetic
wkt_0011632,mem_464937826e8f,2026-07-19,13924,16.61,27,34,298,1149,2516,synthetic
wkt_0011633,mem_464937826e8f,2026-07-20,4271,3.99,0,0,182,1156,2966,synthetic
wkt_0011634,mem_464937826e8f,2026-07-21,4554,5.56,10,2,118,1237,2855,synthetic
wkt_0011635,mem_464937826e8f,2026-07-22,1812,1.58,1,18,7,1316,1868,synthetic
wkt_0011636,mem_464937826e8f,2026-07-23,12056,11.26,5,34,343,981,2316,synthetic
wkt_0011637,mem_464937826e8f,2026-07-24,6,0.0,0,0,1,1606,1266,synthetic
wkt_0011638,mem_464937826e8f,2026-07-25,2848,2.58,0,0,101,761,1943,synthetic
wkt_0011639,mem_464937826e8f,2026-07-26,5958,6.7,26,5,213,852,2455,synthetic
wkt_0011640,mem_464937826e8f,2026-07-27,8931,10.7,0,8,355,1123,2449,synthetic
wkt_0011641,mem_464937826e8f,2026-07-28,6302,6.86,0,0,256,1287,2718,synthetic
wkt_0011642,mem_464937826e8f,2026-07-29,13034,12.56,17,45,214,692,3125,synthetic
wkt_0011643,mem_464937826e8f,2026-07-30,8909,11.68,7,21,277,1220,2331,synthetic
wkt_0011644,mem_464937826e8f,2026-07-31,0,0.0,0,0,0,1257,2267,synthetic
wkt_0011645,mem_464937826e8f,2026-08-01,7236,6.88,15,4,332,972,2262,synthetic
wkt_0011646,mem_464937826e8f,2026-08-02,1347,1.36,0,0,56,1276,1401,synthetic
wkt_0011647,mem_464937826e8f,2026-08-03,11868,14.35,6,18,440,828,2623,synthetic
wkt_0011648,mem_464937826e8f,2026-08-04,10560,11.44,41,8,191,1285,2589,synthetic
wkt_0011649,mem_464937826e8f,2026-08-05,258,0.26,0,0,16,1577,2030,synthetic
wkt_0011650,mem_d623efbc9dd4,2026-06-07,6744,6.86,0,0,282,898,1990,synthetic
wkt_0011651,mem_d623efbc9dd4,2026-06-08,7512,8.13,21,14,134,784,2475,synthetic
wkt_0011652,mem_d623efbc9dd4,2026-06-09,12044,13.69,40,49,196,846,1968,synthetic
wkt_0011653,mem_d623efbc9dd4,2026-06-10,10318,8.99,0,9,366,582,2473,synthetic
wkt_0011654,mem_d623efbc9dd4,2026-06-11,10854,10.01,62,38,159,814,2431,synthetic
wkt_0011655,mem_d623efbc9dd4,2026-06-12,2246,3.35,0,0,116,619,2513,synthetic
wkt_0011656,mem_d623efbc9dd4,2026-06-13,3313,4.15,0,0,60,1558,2196,synthetic
wkt_0011657,mem_d623efbc9dd4,2026-06-14,998,0.97,0,0,34,1281,1983,synthetic
wkt_0011658,mem_d623efbc9dd4,2026-06-15,6486,8.12,19,36,281,957,3045,synthetic
wkt_0011659,mem_d623efbc9dd4,2026-06-16,13604,12.6,52,14,145,1249,2286,synthetic
wkt_0011660,mem_d623efbc9dd4,2026-06-17,5680,7.82,0,0,285,1121,2551,synthetic
wkt_0011661,mem_d623efbc9dd4,2026-06-18,15193,17.08,45,20,295,616,3279,synthetic
wkt_0011662,mem_d623efbc9dd4,2026-06-19,4397,7.13,0,0,211,749,2239,synthetic
wkt_0011663,mem_d623efbc9dd4,2026-06-20,3525,4.45,0,0,0,1553,2623,synthetic
wkt_0011664,mem_d623efbc9dd4,2026-06-21,10423,9.99,2,7,320,795,2238,synthetic
wkt_0011665,mem_d623efbc9dd4,2026-06-22,4,0.0,0,0,1,1313,1297,synthetic
wkt_0011666,mem_d623efbc9dd4,2026-06-23,13901,19.05,23,45,336,618,1781,synthetic
wkt_0011667,mem_d623efbc9dd4,2026-06-24,3929,3.93,3,7,168,687,1590,synthetic
wkt_0011668,mem_d623efbc9dd4,2026-06-25,9496,11.38,5,45,311,713,2211,synthetic
wkt_0011669,mem_d623efbc9dd4,2026-06-26,8005,9.3,5,17,264,640,1925,synthetic
wkt_0011670,mem_d623efbc9dd4,2026-06-27,7183,7.43,0,0,194,1236,2185,synthetic
wkt_0011671,mem_d623efbc9dd4,2026-06-28,7110,9.27,0,0,0,1552,3447,synthetic
wkt_0011672,mem_d623efbc9dd4,2026-06-29,10770,9.68,11,64,211,522,1496,synthetic
wkt_0011673,mem_d623efbc9dd4,2026-06-30,5239,5.7,0,0,197,1423,1594,synthetic
wkt_0011674,mem_d623efbc9dd4,2026-07-01,6063,7.53,0,0,259,720,1545,synthetic
wkt_0011675,mem_d623efbc9dd4,2026-07-02,9986,10.74,19,14,263,668,2731,synthetic
wkt_0011676,mem_d623efbc9dd4,2026-07-03,3117,2.64,12,15,22,1211,1488,synthetic
wkt_0011677,mem_d623efbc9dd4,2026-07-04,13639,15.34,51,17,289,644,2129,synthetic
wkt_0011678,mem_d623efbc9dd4,2026-07-05,8223,8.95,2,26,223,1265,2085,synthetic
wkt_0011679,mem_d623efbc9dd4,2026-07-06,4640,4.66,3,5,190,1244,2453,synthetic
wkt_0011680,mem_d623efbc9dd4,2026-07-07,2345,2.27,0,0,151,767,1442,synthetic
wkt_0011681,mem_d623efbc9dd4,2026-07-08,1640,1.81,0,0,111,1328,1171,synthetic
wkt_0011682,mem_d623efbc9dd4,2026-07-09,8,0.0,0,0,1,1417,1356,synthetic
wkt_0011683,mem_d623efbc9dd4,2026-07-10,9535,8.42,6,26,420,993,1933,synthetic
wkt_0011684,mem_d623efbc9dd4,2026-07-11,9141,10.48,99,15,102,780,2933,synthetic
wkt_0011685,mem_d623efbc9dd4,2026-07-12,3633,3.37,0,0,180,558,1676,synthetic
wkt_0011686,mem_d623efbc9dd4,2026-07-13,3361,4.06,33,11,76,1183,2144,synthetic
wkt_0011687,mem_d623efbc9dd4,2026-07-14,6989,8.4,0,0,425,1094,1935,synthetic
wkt_0011688,mem_d623efbc9dd4,2026-07-15,5888,4.97,1,10,246,1151,1680,synthetic
wkt_0011689,mem_d623efbc9dd4,2026-07-16,5417,5.68,0,0,220,598,1564,synthetic
wkt_0011690,mem_d623efbc9dd4,2026-07-17,10844,15.21,66,6,131,1426,3039,synthetic
wkt_0011691,mem_d623efbc9dd4,2026-07-18,2456,2.05,0,0,147,822,1215,synthetic
wkt_0011692,mem_d623efbc9dd4,2026-07-19,11507,11.05,45,16,262,951,2315,synthetic
wkt_0011693,mem_d623efbc9dd4,2026-07-20,2867,3.25,7,7,50,237,776,synthetic
wkt_0011694,mem_d623efbc9dd4,2026-07-21,8458,12.59,6,14,296,622,3452,synthetic
wkt_0011695,mem_d623efbc9dd4,2026-07-22,11023,12.3,32,21,250,827,1393,synthetic
wkt_0011696,mem_d623efbc9dd4,2026-07-23,15006,14.15,15,24,471,937,3304,synthetic
wkt_0011697,mem_d623efbc9dd4,2026-07-24,0,0.0,0,0,0,1383,1998,synthetic
wkt_0011698,mem_d623efbc9dd4,2026-07-25,6926,6.84,61,30,265,1153,2632,synthetic
wkt_0011699,mem_d623efbc9dd4,2026-07-26,10575,13.18,45,5,162,1331,2015,synthetic
wkt_0011700,mem_d623efbc9dd4,2026-07-27,4545,5.52,0,14,220,1057,1828,synthetic
wkt_0011701,mem_d623efbc9dd4,2026-07-28,930,0.91,0,0,60,1457,1414,synthetic
wkt_0011702,mem_d623efbc9dd4,2026-07-29,10029,10.61,30,24,132,609,2529,synthetic
wkt_0011703,mem_d623efbc9dd4,2026-07-30,27765,41.61,110,25,252,1156,3707,synthetic
wkt_0011704,mem_d623efbc9dd4,2026-07-31,0,0.0,0,0,0,1509,1791,synthetic
wkt_0011705,mem_d623efbc9dd4,2026-08-01,0,0.0,0,0,0,1500,2234,synthetic
wkt_0011706,mem_d623efbc9dd4,2026-08-02,10636,11.06,7,33,379,952,2351,synthetic
wkt_0011707,mem_d623efbc9dd4,2026-08-03,5513,6.02,22,10,126,697,2614,synthetic
wkt_0011708,mem_d623efbc9dd4,2026-08-04,7487,8.75,37,21,248,699,2597,synthetic
wkt_0011709,mem_d623efbc9dd4,2026-08-05,1503,2.14,0,0,64,1169,1925,synthetic
wkt_0011710,mem_d3299c692b20,2026-06-07,16261,30.44,89,14,240,1118,3973,synthetic
wkt_0011711,mem_d3299c692b20,2026-06-08,3227,3.6,0,0,216,675,1865,synthetic
wkt_0011712,mem_d3299c692b20,2026-06-09,8463,11.77,4,60,189,982,2845,synthetic
wkt_0011713,mem_d3299c692b20,2026-06-10,11233,11.48,76,76,106,727,3248,synthetic
wkt_0011714,mem_d3299c692b20,2026-06-11,16962,13.33,101,9,318,1036,4218,synthetic
wkt_0011715,mem_d3299c692b20,2026-06-12,8756,13.32,110,31,130,682,3272,synthetic
wkt_0011716,mem_d3299c692b20,2026-06-13,8182,10.07,0,20,333,732,2240,synthetic
wkt_0011717,mem_d3299c692b20,2026-06-14,5913,6.85,0,0,187,1180,2562,synthetic
wkt_0011718,mem_d3299c692b20,2026-06-15,8071,9.13,0,0,361,1129,1890,synthetic
wkt_0011719,mem_d3299c692b20,2026-06-16,8,0.02,0,0,1,298,443,synthetic
wkt_0011720,mem_d3299c692b20,2026-06-17,0,0.0,0,0,0,1530,2172,synthetic
wkt_0011721,mem_d3299c692b20,2026-06-18,7817,9.09,0,0,366,375,2314,synthetic
wkt_0011722,mem_d3299c692b20,2026-06-19,11475,11.32,29,12,157,1379,2027,synthetic
wkt_0011723,mem_d3299c692b20,2026-06-20,5447,5.41,9,32,164,1131,1603,synthetic
wkt_0011724,mem_d3299c692b20,2026-06-21,14923,20.65,8,69,423,452,3579,synthetic
wkt_0011725,mem_d3299c692b20,2026-06-22,414,0.47,0,10,31,1434,2056,synthetic
wkt_0011726,mem_d3299c692b20,2026-06-23,9697,9.49,66,3,186,655,3462,synthetic
wkt_0011727,mem_d3299c692b20,2026-06-24,183,0.24,0,0,8,1306,1845,synthetic
wkt_0011728,mem_d3299c692b20,2026-06-25,23724,26.17,109,16,256,664,3335,synthetic
wkt_0011729,mem_d3299c692b20,2026-06-26,8646,9.92,12,18,244,1308,2922,synthetic
wkt_0011730,mem_d3299c692b20,2026-06-27,14331,18.95,69,26,174,779,4142,synthetic
wkt_0011731,mem_d3299c692b20,2026-06-28,3370,3.37,0,7,90,137,983,synthetic
wkt_0011732,mem_d3299c692b20,2026-06-29,12509,14.83,66,6,142,1253,2850,synthetic
wkt_0011733,mem_d3299c692b20,2026-06-30,9380,9.9,0,34,196,867,1988,synthetic
wkt_0011734,mem_d3299c692b20,2026-07-01,8576,9.95,5,12,356,681,2402,synthetic
wkt_0011735,mem_d3299c692b20,2026-07-02,0,0.0,0,0,0,392,423,synthetic
wkt_0011736,mem_d3299c692b20,2026-07-03,0,0.0,0,0,0,1442,0,synthetic
wkt_0011737,mem_d3299c692b20,2026-07-04,9452,11.2,77,11,155,884,3657,synthetic
wkt_0011738,mem_d3299c692b20,2026-07-05,2482,3.83,0,0,129,690,2600,synthetic
wkt_0011739,mem_d3299c692b20,2026-07-06,7123,9.79,25,18,242,1066,1766,synthetic
wkt_0011740,mem_d3299c692b20,2026-07-07,217,0.22,0,0,12,1451,1973,synthetic
wkt_0011741,mem_d3299c692b20,2026-07-08,1759,1.84,0,0,88,1368,1411,synthetic
wkt_0011742,mem_d3299c692b20,2026-07-09,10047,12.95,30,5,193,1262,3104,synthetic
wkt_0011743,mem_d3299c692b20,2026-07-10,12279,14.32,228,36,170,449,4359,synthetic
wkt_0011744,mem_d3299c692b20,2026-07-11,5677,5.19,0,0,229,681,1377,synthetic
wkt_0011745,mem_d3299c692b20,2026-07-12,1117,1.21,0,0,79,436,1398,synthetic
wkt_0011746,mem_d3299c692b20,2026-07-13,14184,13.06,1,125,189,774,1772,synthetic
wkt_0011747,mem_d3299c692b20,2026-07-14,17138,20.03,59,30,377,1019,3361,synthetic
wkt_0011748,mem_d3299c692b20,2026-07-15,14382,16.31,57,24,272,1046,2484,synthetic
wkt_0011749,mem_d3299c692b20,2026-07-16,193,0.23,0,0,11,387,522,synthetic
wkt_0011750,mem_d3299c692b20,2026-07-17,2876,3.12,0,0,112,930,1054,synthetic
wkt_0011751,mem_d3299c692b20,2026-07-18,17331,16.17,18,32,341,890,2471,synthetic
wkt_0011752,mem_d3299c692b20,2026-07-19,3781,4.29,18,8,88,1420,2745,synthetic
wkt_0011753,mem_d3299c692b20,2026-07-20,2850,3.16,0,0,156,1473,1578,synthetic
wkt_0011754,mem_d3299c692b20,2026-07-21,0,0.0,0,0,0,1383,1927,synthetic
wkt_0011755,mem_d3299c692b20,2026-07-22,7689,7.28,0,0,360,1252,2086,synthetic
wkt_0011756,mem_d3299c692b20,2026-07-23,14870,12.56,40,27,263,925,1885,synthetic
wkt_0011757,mem_d3299c692b20,2026-07-24,9789,13.04,29,28,133,639,2494,synthetic
wkt_0011758,mem_d3299c692b20,2026-07-25,0,0.0,0,0,0,1331,1951,synthetic
wkt_0011759,mem_d3299c692b20,2026-07-26,10613,13.57,42,6,320,1099,2892,synthetic
wkt_0011760,mem_d3299c692b20,2026-07-27,11328,11.43,18,22,215,717,1865,synthetic
wkt_0011761,mem_d3299c692b20,2026-07-28,7661,8.55,55,7,42,410,1123,synthetic
wkt_0011762,mem_d3299c692b20,2026-07-29,0,0.0,0,0,0,1231,2144,synthetic
wkt_0011763,mem_d3299c692b20,2026-07-30,12526,11.53,24,5,294,717,2148,synthetic
wkt_0011764,mem_d3299c692b20,2026-07-31,3504,4.68,0,0,242,850,2309,synthetic
wkt_0011765,mem_d3299c692b20,2026-08-01,6165,7.26,0,6,266,1203,1968,synthetic
wkt_0011766,mem_d3299c692b20,2026-08-02,0,0.0,0,0,0,1456,2161,synthetic
wkt_0011767,mem_d3299c692b20,2026-08-03,7224,6.09,5,18,222,1317,1796,synthetic
wkt_0011768,mem_d3299c692b20,2026-08-04,6238,5.92,0,0,290,661,1504,synthetic
wkt_0011769,mem_d3299c692b20,2026-08-05,10811,11.54,0,0,0,1325,3281,synthetic
wkt_0011770,mem_beb2cc9450bf,2026-06-07,1335,1.47,10,0,19,1543,2014,synthetic
wkt_0011771,mem_beb2cc9450bf,2026-06-08,8,0.02,0,0,1,287,448,synthetic
wkt_0011772,mem_beb2cc9450bf,2026-06-09,1390,1.31,0,0,55,839,2406,synthetic
wkt_0011773,mem_beb2cc9450bf,2026-06-10,6944,9.65,32,14,240,1020,3558,synthetic
wkt_0011774,mem_beb2cc9450bf,2026-06-11,9256,11.67,0,100,160,753,1461,synthetic
wkt_0011775,mem_beb2cc9450bf,2026-06-12,3816,4.56,2,7,181,818,1904,synthetic
wkt_0011776,mem_beb2cc9450bf,2026-06-13,9,0.02,0,0,1,1643,1699,synthetic
wkt_0011777,mem_beb2cc9450bf,2026-06-14,14705,17.36,70,31,249,678,1946,synthetic
wkt_0011778,mem_beb2cc9450bf,2026-06-15,0,0.0,0,0,0,1505,2004,synthetic
wkt_0011779,mem_beb2cc9450bf,2026-06-16,6454,9.6,0,0,202,858,2612,synthetic
wkt_0011780,mem_beb2cc9450bf,2026-06-17,9717,12.72,7,17,223,878,2700,synthetic
wkt_0011781,mem_beb2cc9450bf,2026-06-18,11515,12.07,36,19,320,791,2393,synthetic
wkt_0011782,mem_beb2cc9450bf,2026-06-19,10674,12.05,0,7,303,990,2244,synthetic
wkt_0011783,mem_beb2cc9450bf,2026-06-20,6903,8.69,0,0,363,506,1890,synthetic
wkt_0011784,mem_beb2cc9450bf,2026-06-21,1838,2.16,0,0,91,1415,1467,synthetic
wkt_0011785,mem_beb2cc9450bf,2026-06-22,5621,7.78,0,0,280,1094,2721,synthetic
wkt_0011786,mem_beb2cc9450bf,2026-06-23,4792,6.69,12,9,143,663,3246,synthetic
wkt_0011787,mem_beb2cc9450bf,2026-06-24,9117,10.95,37,8,280,1217,2130,synthetic
wkt_0011788,mem_beb2cc9450bf,2026-06-25,0,0.0,0,0,0,1580,2030,synthetic
wkt_0011789,mem_beb2cc9450bf,2026-06-26,13541,16.78,24,47,344,690,1834,synthetic
wkt_0011790,mem_beb2cc9450bf,2026-06-27,14148,19.28,55,37,234,996,3028,synthetic
wkt_0011791,mem_beb2cc9450bf,2026-06-28,10727,14.22,51,7,103,1437,2719,synthetic
wkt_0011792,mem_beb2cc9450bf,2026-06-29,8541,9.0,4,15,237,1069,2027,synthetic
wkt_0011793,mem_beb2cc9450bf,2026-06-30,1338,1.7,0,0,91,802,1273,synthetic
wkt_0011794,mem_beb2cc9450bf,2026-07-01,2327,2.58,0,0,123,636,1437,synthetic
wkt_0011795,mem_beb2cc9450bf,2026-07-02,2167,2.27,0,0,187,1325,1666,synthetic
wkt_0011796,mem_beb2cc9450bf,2026-07-03,0,0.0,0,0,0,1558,1710,synthetic
wkt_0011797,mem_beb2cc9450bf,2026-07-04,16243,14.79,9,110,130,1271,1422,synthetic
wkt_0011798,mem_beb2cc9450bf,2026-07-05,10364,12.36,23,25,222,690,2218,synthetic
wkt_0011799,mem_beb2cc9450bf,2026-07-06,9188,11.26,15,22,200,598,3356,synthetic
wkt_0011800,mem_beb2cc9450bf,2026-07-07,10480,13.2,6,31,341,909,2318,synthetic
wkt_0011801,mem_beb2cc9450bf,2026-07-08,374,0.43,0,0,0,1514,1908,synthetic
wkt_0011802,mem_beb2cc9450bf,2026-07-09,1724,2.12,0,0,117,666,1580,synthetic
wkt_0011803,mem_beb2cc9450bf,2026-07-10,9825,10.63,73,9,197,660,3968,synthetic
wkt_0011804,mem_beb2cc9450bf,2026-07-11,20821,29.71,72,16,204,985,4013,synthetic
wkt_0011805,mem_beb2cc9450bf,2026-07-12,4054,4.63,0,0,194,655,1845,synthetic
wkt_0011806,mem_beb2cc9450bf,2026-07-13,8555,9.51,61,14,156,792,4110,synthetic
wkt_0011807,mem_beb2cc9450bf,2026-07-14,7567,7.61,6,17,255,600,2483,synthetic
wkt_0011808,mem_beb2cc9450bf,2026-07-15,4300,4.78,0,0,192,802,2420,synthetic
wkt_0011809,mem_beb2cc9450bf,2026-07-16,12717,15.45,12,90,130,852,1500,synthetic
wkt_0011810,mem_beb2cc9450bf,2026-07-17,8800,10.97,5,12,271,653,1798,synthetic
wkt_0011811,mem_beb2cc9450bf,2026-07-18,4557,5.84,36,16,76,1300,2519,synthetic
wkt_0011812,mem_beb2cc9450bf,2026-07-19,10792,14.9,0,32,342,434,3608,synthetic
wkt_0011813,mem_beb2cc9450bf,2026-07-20,10910,12.41,24,14,257,833,2339,synthetic
wkt_0011814,mem_beb2cc9450bf,2026-07-21,8742,9.78,52,135,257,1124,4596,synthetic
wkt_0011815,mem_beb2cc9450bf,2026-07-22,6707,9.57,18,9,153,653,3173,synthetic
wkt_0011816,mem_beb2cc9450bf,2026-07-23,19524,24.75,116,23,166,1082,3593,synthetic
wkt_0011817,mem_beb2cc9450bf,2026-07-24,6380,7.28,0,0,295,1064,3165,synthetic
wkt_0011818,mem_beb2cc9450bf,2026-07-25,1527,2.06,0,0,99,1140,1306,synthetic
wkt_0011819,mem_beb2cc9450bf,2026-07-26,3875,4.15,0,0,170,233,2008,synthetic
wkt_0011820,mem_beb2cc9450bf,2026-07-27,0,0.0,0,0,0,1414,1890,synthetic
wkt_0011821,mem_beb2cc9450bf,2026-07-28,11560,15.67,27,7,251,1140,2384,synthetic
wkt_0011822,mem_beb2cc9450bf,2026-07-29,10659,13.74,53,9,130,785,1778,synthetic
wkt_0011823,mem_beb2cc9450bf,2026-07-30,7806,8.49,6,8,184,1266,2745,synthetic
wkt_0011824,mem_beb2cc9450bf,2026-07-31,6061,6.74,17,4,280,1041,1826,synthetic
wkt_0011825,mem_beb2cc9450bf,2026-08-01,16,0.02,0,0,2,0,282,synthetic
wkt_0011826,mem_beb2cc9450bf,2026-08-02,0,0.0,0,0,0,1241,1715,synthetic
wkt_0011827,mem_beb2cc9450bf,2026-08-03,13819,16.85,30,41,297,1190,3638,synthetic
wkt_0011828,mem_beb2cc9450bf,2026-08-04,14527,13.45,51,26,283,958,2804,synthetic
wkt_0011829,mem_beb2cc9450bf,2026-08-05,19044,22.06,114,23,219,1121,3404,synthetic
wkt_0011830,mem_99bf8b107880,2026-06-07,6619,8.33,1,7,289,825,2837,synthetic
wkt_0011831,mem_99bf8b107880,2026-06-08,15384,20.92,8,63,426,477,3499,synthetic
wkt_0011832,mem_99bf8b107880,2026-06-09,13973,13.16,33,13,274,734,1962,synthetic
wkt_0011833,mem_99bf8b107880,2026-06-10,4598,4.89,0,0,196,559,1749,synthetic
wkt_0011834,mem_99bf8b107880,2026-06-11,8621,11.17,4,48,238,1048,2548,synthetic
wkt_0011835,mem_99bf8b107880,2026-06-12,7128,8.52,36,11,100,1280,2467,synthetic
wkt_0011836,mem_99bf8b107880,2026-06-13,12119,14.27,23,26,225,731,2281,synthetic
wkt_0011837,mem_99bf8b107880,2026-06-14,7236,8.13,27,1,229,1050,2093,synthetic
wkt_0011838,mem_99bf8b107880,2026-06-15,12713,15.67,55,7,314,1015,2807,synthetic
wkt_0011839,mem_99bf8b107880,2026-06-16,10332,11.7,5,33,227,1165,3331,synthetic
wkt_0011840,mem_99bf8b107880,2026-06-17,2697,3.7,0,0,181,1424,1793,synthetic
wkt_0011841,mem_99bf8b107880,2026-06-18,8069,8.57,0,0,361,1062,3212,synthetic
wkt_0011842,mem_99bf8b107880,2026-06-19,7747,10.27,14,44,183,672,1616,synthetic
wkt_0011843,mem_99bf8b107880,2026-06-20,4396,5.7,0,0,202,783,1622,synthetic
wkt_0011844,mem_99bf8b107880,2026-06-21,2761,3.78,0,0,129,1447,2172,synthetic
wkt_0011845,mem_99bf8b107880,2026-06-22,10424,11.76,13,13,222,503,2733,synthetic
wkt_0011846,mem_99bf8b107880,2026-06-23,0,0.0,0,0,0,1476,1682,synthetic
wkt_0011847,mem_99bf8b107880,2026-06-24,4462,4.86,0,0,301,1062,1607,synthetic
wkt_0011848,mem_99bf8b107880,2026-06-25,11513,11.27,1,8,342,510,2379,synthetic
wkt_0011849,mem_99bf8b107880,2026-06-26,0,0.0,0,0,0,1463,1591,synthetic
wkt_0011850,mem_99bf8b107880,2026-06-27,5239,4.53,1,11,237,1359,1665,synthetic
wkt_0011851,mem_99bf8b107880,2026-06-28,0,0.0,0,0,0,1476,2200,synthetic
wkt_0011852,mem_99bf8b107880,2026-06-29,16488,22.47,109,7,140,1354,3356,synthetic
wkt_0011853,mem_99bf8b107880,2026-06-30,0,0.0,0,0,0,1541,2034,synthetic
wkt_0011854,mem_99bf8b107880,2026-07-01,14205,13.12,51,21,212,798,2038,synthetic
wkt_0011855,mem_99bf8b107880,2026-07-02,7657,11.12,0,0,44,1078,4216,synthetic
wkt_0011856,mem_99bf8b107880,2026-07-03,3858,5.42,6,4,163,1477,1669,synthetic
wkt_0011857,mem_99bf8b107880,2026-07-04,10464,13.23,0,0,327,999,2468,synthetic
wkt_0011858,mem_99bf8b107880,2026-07-05,2668,3.02,0,0,121,1454,2686,synthetic
wkt_0011859,mem_99bf8b107880,2026-07-06,0,0.0,0,0,0,1329,1836,synthetic
wkt_0011860,mem_99bf8b107880,2026-07-07,0,0.0,0,592,0,871,4798,synthetic
wkt_0011861,mem_99bf8b107880,2026-07-08,6200,8.94,1,7,293,858,2720,synthetic
wkt_0011862,mem_99bf8b107880,2026-07-09,11584,13.84,0,0,484,383,2964,synthetic
wkt_0011863,mem_99bf8b107880,2026-07-10,6173,6.94,11,20,248,1064,1855,synthetic
wkt_0011864,mem_99bf8b107880,2026-07-11,6431,8.48,6,17,210,1181,1606,synthetic
wkt_0011865,mem_99bf8b107880,2026-07-12,11512,9.91,32,45,147,697,1468,synthetic
wkt_0011866,mem_99bf8b107880,2026-07-13,7419,8.05,0,0,384,1113,2177,synthetic
