offer_id,application_id,borrower_id,lender_id,offered_amount,apr,term_months,offer_date,status
off_d1d3756131e5,app_cd32bd55f387,brw_71ad3f4c5b47,lnd_40648b57da4a,10674.62,0.2084,24,2026-04-21,declined
off_6bbc061530d9,app_7d65a404bf0a,brw_12ffdf970368,lnd_eb741dcfd1a0,10326.84,0.1383,12,2026-09-04,declined
off_fb9f7ce8740c,app_7d65a404bf0a,brw_12ffdf970368,lnd_54a37531f7e5,12967.6,0.108,24,2026-09-06,declined
off_7161e7f30de5,app_7d65a404bf0a,brw_12ffdf970368,lnd_5201a46cec3a,12427.85,0.1363,36,2026-09-07,declined
off_53a17fbc6e53,app_7d65a404bf0a,brw_12ffdf970368,lnd_68d1bb39a009,10217.93,0.1974,60,2026-09-07,accepted
off_89672e4ed9e4,app_7d65a404bf0a,brw_12ffdf970368,lnd_abf7ad1fc508,12227.0,0.3057,48,2026-09-06,declined
off_0cc217545dcd,app_7d65a404bf0a,brw_12ffdf970368,lnd_40648b57da4a,10384.58,0.3027,48,2026-09-06,declined
off_eb9031891946,app_3cfc418f4ba3,brw_1501a888ecd5,lnd_40648b57da4a,5455.78,0.312,12,2026-02-15,declined
off_483654510739,app_704ac4956557,brw_1501a888ecd5,lnd_abf7ad1fc508,12062.55,0.3283,36,2026-07-03,declined
off_606226c629c2,app_704ac4956557,brw_1501a888ecd5,lnd_40648b57da4a,12050.31,0.3503,24,2026-07-04,accepted
off_b3fe3ddc08cc,app_c588be2b7d02,brw_8234275f94e1,lnd_2e2adcc3d662,3397.78,0.1841,24,2026-08-12,declined
off_993ad2823af0,app_c588be2b7d02,brw_8234275f94e1,lnd_f0806e150f18,3974.87,0.1236,60,2026-08-11,accepted
off_1ef3e873e01a,app_c588be2b7d02,brw_8234275f94e1,lnd_abf7ad1fc508,4036.07,0.221,48,2026-08-09,declined
off_b43e09596395,app_c588be2b7d02,brw_8234275f94e1,lnd_40648b57da4a,3922.57,0.2735,60,2026-08-11,declined
off_ccad03b059ef,app_42d7e5bf3c72,brw_8234275f94e1,lnd_68d1bb39a009,29190.71,0.1446,48,2026-06-28,declined
off_062278c2759c,app_42d7e5bf3c72,brw_8234275f94e1,lnd_2e2adcc3d662,27966.25,0.1746,48,2026-06-25,declined
off_f16c4d545d4a,app_42d7e5bf3c72,brw_8234275f94e1,lnd_f0806e150f18,28369.86,0.1434,48,2026-06-27,declined
off_38da477f371d,app_42d7e5bf3c72,brw_8234275f94e1,lnd_abf7ad1fc508,27215.45,0.2696,36,2026-06-28,declined
off_6e72ceecab30,app_42d7e5bf3c72,brw_8234275f94e1,lnd_40648b57da4a,26485.15,0.3562,60,2026-06-26,accepted
off_87da24c2f24e,app_736a45cc829d,brw_2d2776f61a39,lnd_abf7ad1fc508,1185.91,0.3527,36,2025-06-17,declined
off_2a255f2d136b,app_84e9ab9a1a8d,brw_ad6bdff365b2,lnd_eb741dcfd1a0,27114.85,0.1066,60,2026-05-18,declined
off_ebe14d398559,app_84e9ab9a1a8d,brw_ad6bdff365b2,lnd_54a37531f7e5,23136.48,0.0974,24,2026-05-18,declined
off_cf8c5e18131c,app_84e9ab9a1a8d,brw_ad6bdff365b2,lnd_5201a46cec3a,28809.83,0.1171,24,2026-05-17,declined
off_ea3bea0888c7,app_84e9ab9a1a8d,brw_ad6bdff365b2,lnd_68d1bb39a009,29509.93,0.1639,48,2026-05-19,declined
off_01c6246fa4f4,app_84e9ab9a1a8d,brw_ad6bdff365b2,lnd_40648b57da4a,28083.98,0.2382,48,2026-05-20,declined
off_0e1f0948af22,app_78b92a7126ff,brw_0ee46a5e6988,lnd_68d1bb39a009,7760.43,0.2092,24,2026-01-22,declined
off_438d704be52c,app_78b92a7126ff,brw_0ee46a5e6988,lnd_2e2adcc3d662,7661.05,0.154,36,2026-01-24,accepted
off_e7a78c8b4f72,app_711e1e5e41f6,brw_0ee46a5e6988,lnd_68d1bb39a009,37807.1,0.2117,36,2026-03-08,declined
off_2ed5317158f5,app_711e1e5e41f6,brw_0ee46a5e6988,lnd_2e2adcc3d662,34919.82,0.2089,36,2026-03-09,declined
off_44c9fa8f9a14,app_711e1e5e41f6,brw_0ee46a5e6988,lnd_f0806e150f18,31856.47,0.1539,60,2026-03-10,declined
off_b2f65ef9c3fc,app_711e1e5e41f6,brw_0ee46a5e6988,lnd_abf7ad1fc508,30946.51,0.3221,12,2026-03-11,declined
off_73dbab2f8d09,app_711e1e5e41f6,brw_0ee46a5e6988,lnd_40648b57da4a,33472.82,0.3171,60,2026-03-10,declined
off_3ee98ecfd4fa,app_a5bb5389fb88,brw_316ba696a557,lnd_ebd3fcc47db6,1221.14,0.0671,48,2026-01-18,accepted
off_bc50802db25e,app_a5bb5389fb88,brw_316ba696a557,lnd_035d3bde8267,1356.2,0.0769,48,2026-01-20,declined
off_63c54bb5b238,app_a5bb5389fb88,brw_316ba696a557,lnd_eb741dcfd1a0,1392.86,0.1331,24,2026-01-19,declined
off_f485e0b5f03e,app_a5bb5389fb88,brw_316ba696a557,lnd_54a37531f7e5,1581.12,0.1113,48,2026-01-20,declined
off_18fb012b1f78,app_a5bb5389fb88,brw_316ba696a557,lnd_68d1bb39a009,1528.84,0.1753,36,2026-01-18,declined
off_e40c3461b12e,app_a5bb5389fb88,brw_316ba696a557,lnd_2e2adcc3d662,1355.84,0.1546,24,2026-01-19,declined
off_6fc838784f2f,app_a5bb5389fb88,brw_316ba696a557,lnd_f0806e150f18,1470.08,0.1563,24,2026-01-21,declined
off_d7a9fac45f04,app_a5bb5389fb88,brw_316ba696a557,lnd_abf7ad1fc508,1588.05,0.2824,36,2026-01-20,declined
off_741fc027f9ae,app_a5bb5389fb88,brw_316ba696a557,lnd_40648b57da4a,1457.77,0.2594,24,2026-01-21,declined
off_da6d3cfadfb8,app_d631bb0376ee,brw_c1fed276751b,lnd_68d1bb39a009,37724.59,0.1622,24,2026-08-12,declined
off_dfb8bc5183e4,app_d631bb0376ee,brw_c1fed276751b,lnd_f0806e150f18,36907.92,0.1566,48,2026-08-12,declined
off_d8342ff9e77b,app_d631bb0376ee,brw_c1fed276751b,lnd_abf7ad1fc508,36031.9,0.3501,60,2026-08-11,declined
off_6c260f022c46,app_d631bb0376ee,brw_c1fed276751b,lnd_40648b57da4a,32729.74,0.31,48,2026-08-10,declined
off_fc7ee4f070c6,app_6ce8611f7659,brw_c1fed276751b,lnd_68d1bb39a009,26313.44,0.182,48,2026-08-13,declined
off_159a1e7741e9,app_6ce8611f7659,brw_c1fed276751b,lnd_f0806e150f18,25989.73,0.1432,12,2026-08-15,accepted
off_615d555da22d,app_6ce8611f7659,brw_c1fed276751b,lnd_abf7ad1fc508,25863.89,0.228,36,2026-08-14,declined
off_591d397665ab,app_6ce8611f7659,brw_c1fed276751b,lnd_40648b57da4a,26496.38,0.2532,24,2026-08-15,declined
off_d4f64309f718,app_cbbd0045eef2,brw_c1fed276751b,lnd_68d1bb39a009,12979.56,0.2074,48,2026-08-12,declined
off_5d8342c47d1d,app_cbbd0045eef2,brw_c1fed276751b,lnd_2e2adcc3d662,11932.56,0.2036,24,2026-08-12,declined
off_d6e95cb0639f,app_cbbd0045eef2,brw_c1fed276751b,lnd_f0806e150f18,11660.84,0.1885,48,2026-08-14,accepted
off_da9ca2f52383,app_cbbd0045eef2,brw_c1fed276751b,lnd_40648b57da4a,12799.77,0.2183,36,2026-08-14,declined
off_b4f83e15c0bf,app_de80e5455331,brw_35c6eff43b5d,lnd_abf7ad1fc508,10542.53,0.2444,24,2026-04-20,accepted
off_5b828e63a8b0,app_de80e5455331,brw_35c6eff43b5d,lnd_40648b57da4a,11113.14,0.336,24,2026-04-19,declined
off_7823a16a95e8,app_a57c60616a90,brw_1f2474d7441d,lnd_5201a46cec3a,2011.84,0.153,12,2026-06-27,declined
off_8f6dcb7e37a8,app_a57c60616a90,brw_1f2474d7441d,lnd_68d1bb39a009,2117.36,0.2095,48,2026-06-24,declined
off_e018a1e5bda5,app_a57c60616a90,brw_1f2474d7441d,lnd_abf7ad1fc508,2114.5,0.3282,60,2026-06-25,declined
off_005d3ee57f04,app_a57c60616a90,brw_1f2474d7441d,lnd_40648b57da4a,2024.93,0.2307,24,2026-06-24,declined
off_9c2d6db83f1f,app_787df275692f,brw_1f2474d7441d,lnd_eb741dcfd1a0,13600.87,0.1159,36,2025-12-08,declined
off_ee49961eca5c,app_787df275692f,brw_1f2474d7441d,lnd_5201a46cec3a,13777.79,0.0954,24,2025-12-09,declined
off_64fea7266d85,app_787df275692f,brw_1f2474d7441d,lnd_68d1bb39a009,13243.38,0.1593,12,2025-12-11,accepted
off_acbafa1209d1,app_787df275692f,brw_1f2474d7441d,lnd_f0806e150f18,11075.87,0.1743,48,2025-12-10,declined
off_0cbee7e66bb3,app_787df275692f,brw_1f2474d7441d,lnd_abf7ad1fc508,13057.53,0.3578,36,2025-12-11,declined
off_6531326cc54d,app_787df275692f,brw_1f2474d7441d,lnd_40648b57da4a,11247.73,0.2906,48,2025-12-08,declined
off_6366edefe86e,app_57c0be2b12bd,brw_1f2474d7441d,lnd_5201a46cec3a,3388.75,0.1268,24,2026-06-23,declined
off_9b6eba713570,app_57c0be2b12bd,brw_1f2474d7441d,lnd_68d1bb39a009,3517.74,0.1829,24,2026-06-23,declined
off_b698321642bd,app_57c0be2b12bd,brw_1f2474d7441d,lnd_f0806e150f18,3075.97,0.1201,60,2026-06-21,declined
off_93faf9c5fbe7,app_57c0be2b12bd,brw_1f2474d7441d,lnd_abf7ad1fc508,3047.39,0.2888,36,2026-06-21,declined
off_536dd1ed5522,app_57c0be2b12bd,brw_1f2474d7441d,lnd_40648b57da4a,2837.65,0.2863,48,2026-06-21,declined
off_7e0399ae8b56,app_d4068038eeac,brw_ded5d897e25e,lnd_54a37531f7e5,21791.45,0.1003,24,2025-06-13,declined
off_cbaf03a0914c,app_d4068038eeac,brw_ded5d897e25e,lnd_5201a46cec3a,22103.28,0.1121,12,2025-06-12,declined
off_482581d3abd4,app_d4068038eeac,brw_ded5d897e25e,lnd_68d1bb39a009,21829.28,0.2025,36,2025-06-14,declined
off_06f510f79fff,app_d4068038eeac,brw_ded5d897e25e,lnd_f0806e150f18,22272.91,0.1455,48,2025-06-13,declined
off_bee88bf2972c,app_d4068038eeac,brw_ded5d897e25e,lnd_abf7ad1fc508,18214.88,0.2763,36,2025-06-12,declined
off_c0fd38d85681,app_d4068038eeac,brw_ded5d897e25e,lnd_40648b57da4a,20708.93,0.2323,24,2025-06-14,declined
off_ee6bbbd86c6c,app_666b51af0668,brw_ccca58ecaee2,lnd_40648b57da4a,9933.38,0.285,36,2026-01-03,accepted
off_0edc999477ec,app_caba50c0d3fc,brw_a927df9ceac6,lnd_2e2adcc3d662,4031.09,0.1754,60,2026-08-25,declined
off_7015ff1acd3c,app_caba50c0d3fc,brw_a927df9ceac6,lnd_f0806e150f18,4235.14,0.1306,24,2026-08-24,declined
off_9faf97436ea4,app_caba50c0d3fc,brw_a927df9ceac6,lnd_abf7ad1fc508,3341.34,0.2839,36,2026-08-24,declined
off_f8518dbaab2f,app_caba50c0d3fc,brw_a927df9ceac6,lnd_40648b57da4a,4189.27,0.2604,36,2026-08-23,declined
off_476f8cc7b36a,app_ddc469a30fb8,brw_ed52cb69dbe2,lnd_54a37531f7e5,6335.69,0.1062,48,2026-06-22,declined
off_c6f34b18d9bd,app_ddc469a30fb8,brw_ed52cb69dbe2,lnd_5201a46cec3a,6431.84,0.1231,60,2026-06-23,declined
off_359eb1b9a021,app_ddc469a30fb8,brw_ed52cb69dbe2,lnd_2e2adcc3d662,6280.1,0.2168,36,2026-06-23,declined
off_783822e37c9d,app_ddc469a30fb8,brw_ed52cb69dbe2,lnd_f0806e150f18,6189.66,0.2015,48,2026-06-24,accepted
off_01f6d388dc69,app_ddc469a30fb8,brw_ed52cb69dbe2,lnd_40648b57da4a,7512.27,0.2356,12,2026-06-24,declined
off_22e93ec21ffe,app_e9a56363f136,brw_1b83705d8c3b,lnd_2e2adcc3d662,10892.69,0.1719,36,2026-07-16,accepted
off_01f46e571d21,app_e9a56363f136,brw_1b83705d8c3b,lnd_f0806e150f18,8854.52,0.1776,24,2026-07-16,declined
off_779dbc602a41,app_e9a56363f136,brw_1b83705d8c3b,lnd_abf7ad1fc508,9973.44,0.2814,60,2026-07-15,declined
off_1704f4fe257b,app_e9a56363f136,brw_1b83705d8c3b,lnd_40648b57da4a,9285.29,0.2959,24,2026-07-16,declined
off_a6967f10e1d0,app_6fd5dfe04693,brw_b309820eaf4b,lnd_2e2adcc3d662,4200.49,0.1886,24,2026-02-11,declined
off_3cd8531b7a54,app_6fd5dfe04693,brw_b309820eaf4b,lnd_f0806e150f18,3771.98,0.1688,36,2026-02-09,declined
off_8a7088ede3e4,app_6fd5dfe04693,brw_b309820eaf4b,lnd_abf7ad1fc508,4339.53,0.2476,24,2026-02-12,accepted
off_221e6dd6ab84,app_6fd5dfe04693,brw_b309820eaf4b,lnd_40648b57da4a,4080.41,0.3568,36,2026-02-10,declined
off_f792d2bb304f,app_0dcf0349365f,brw_9ee6822bf314,lnd_035d3bde8267,26495.1,0.1004,36,2026-08-19,accepted
off_50ebaf349a7a,app_0dcf0349365f,brw_9ee6822bf314,lnd_eb741dcfd1a0,27827.97,0.122,60,2026-08-18,declined
off_20f56a181576,app_0dcf0349365f,brw_9ee6822bf314,lnd_54a37531f7e5,27006.56,0.1081,36,2026-08-20,declined
off_4e1292896e62,app_0dcf0349365f,brw_9ee6822bf314,lnd_5201a46cec3a,24847.04,0.1038,36,2026-08-19,declined
off_bde75c9b0442,app_0dcf0349365f,brw_9ee6822bf314,lnd_68d1bb39a009,28480.14,0.2076,36,2026-08-19,declined
off_6960a2aff266,app_0dcf0349365f,brw_9ee6822bf314,lnd_2e2adcc3d662,22652.7,0.1927,24,2026-08-19,declined
off_468d06fb3279,app_0dcf0349365f,brw_9ee6822bf314,lnd_f0806e150f18,28104.44,0.1208,24,2026-08-18,declined
off_c24c0e4a5c94,app_0dcf0349365f,brw_9ee6822bf314,lnd_abf7ad1fc508,23259.38,0.3427,24,2026-08-20,declined
off_7e6128b1d25a,app_0dcf0349365f,brw_9ee6822bf314,lnd_40648b57da4a,23402.34,0.3207,60,2026-08-20,declined
off_b04df64d1188,app_8ea746b92b6c,brw_a376fe755b0a,lnd_68d1bb39a009,2519.8,0.2009,36,2025-10-02,declined
off_4567bcbd886a,app_8ea746b92b6c,brw_a376fe755b0a,lnd_2e2adcc3d662,2238.35,0.2024,12,2025-10-04,declined
off_853ad13706a9,app_8ea746b92b6c,brw_a376fe755b0a,lnd_f0806e150f18,2299.47,0.1948,36,2025-10-01,accepted
off_1b2c2890931e,app_1dd5cd4b3816,brw_a376fe755b0a,lnd_68d1bb39a009,16098.59,0.1345,48,2026-01-29,declined
off_4c0da30c0cb3,app_1dd5cd4b3816,brw_a376fe755b0a,lnd_2e2adcc3d662,15069.73,0.1581,36,2026-01-29,declined
off_f5bc2ce29cc3,app_1dd5cd4b3816,brw_a376fe755b0a,lnd_f0806e150f18,17034.8,0.1284,60,2026-01-30,declined
off_7039774a30d7,app_1dd5cd4b3816,brw_a376fe755b0a,lnd_abf7ad1fc508,16437.51,0.2784,12,2026-01-28,accepted
off_064607a468e3,app_1dd5cd4b3816,brw_a376fe755b0a,lnd_40648b57da4a,15555.56,0.205,36,2026-01-31,declined
off_4b476b00afda,app_1bf1c5f51f52,brw_500a7f0957ef,lnd_abf7ad1fc508,6070.18,0.2931,60,2026-05-31,accepted
off_9c21b83f0029,app_1bf1c5f51f52,brw_500a7f0957ef,lnd_40648b57da4a,6087.72,0.2268,24,2026-05-31,declined
off_508ac9ea5da4,app_ed1d50bc5dfc,brw_d5a9ed7a0d69,lnd_eb741dcfd1a0,32381.94,0.1479,24,2026-07-15,declined
off_568217a5df2d,app_ed1d50bc5dfc,brw_d5a9ed7a0d69,lnd_68d1bb39a009,33932.75,0.1559,60,2026-07-15,declined
off_170f8d996dcb,app_ed1d50bc5dfc,brw_d5a9ed7a0d69,lnd_2e2adcc3d662,30324.18,0.1993,36,2026-07-14,declined
off_b8da5c3ce619,app_ed1d50bc5dfc,brw_d5a9ed7a0d69,lnd_f0806e150f18,33886.13,0.1877,36,2026-07-16,declined
off_b114dbebcb71,app_ed1d50bc5dfc,brw_d5a9ed7a0d69,lnd_abf7ad1fc508,31486.87,0.245,60,2026-07-15,declined
off_02098e5f44af,app_2b580ae6576c,brw_d5a9ed7a0d69,lnd_eb741dcfd1a0,10477.84,0.0943,48,2026-07-10,accepted
off_33c6544170d0,app_2b580ae6576c,brw_d5a9ed7a0d69,lnd_54a37531f7e5,10974.64,0.1215,12,2026-07-08,declined
off_27fc7858b3b0,app_2b580ae6576c,brw_d5a9ed7a0d69,lnd_5201a46cec3a,11862.59,0.1137,24,2026-07-08,declined
off_00106fb89a45,app_2b580ae6576c,brw_d5a9ed7a0d69,lnd_2e2adcc3d662,11537.34,0.2103,48,2026-07-09,declined
off_eb9283598fcb,app_2b580ae6576c,brw_d5a9ed7a0d69,lnd_f0806e150f18,12276.86,0.1604,48,2026-07-10,declined
off_4d4800ba9f16,app_2b580ae6576c,brw_d5a9ed7a0d69,lnd_abf7ad1fc508,13258.16,0.3274,36,2026-07-09,declined
off_fdee1a522c60,app_2b580ae6576c,brw_d5a9ed7a0d69,lnd_40648b57da4a,11773.83,0.2899,24,2026-07-08,declined
off_0f752b8ceb4f,app_c4c30e4c9afb,brw_a8267ecac290,lnd_54a37531f7e5,4961.59,0.0996,60,2026-06-21,declined
off_b2c41b6d35f3,app_c4c30e4c9afb,brw_a8267ecac290,lnd_5201a46cec3a,4523.9,0.1224,24,2026-06-22,declined
off_9e51b703d4f2,app_c4c30e4c9afb,brw_a8267ecac290,lnd_68d1bb39a009,5409.87,0.1329,48,2026-06-20,declined
off_e0e419160035,app_c4c30e4c9afb,brw_a8267ecac290,lnd_2e2adcc3d662,4641.16,0.1785,36,2026-06-20,accepted
off_e037ddd37509,app_c4c30e4c9afb,brw_a8267ecac290,lnd_abf7ad1fc508,4683.73,0.2833,60,2026-06-20,declined
off_84b9f5468f22,app_c4c30e4c9afb,brw_a8267ecac290,lnd_40648b57da4a,4574.71,0.2072,48,2026-06-22,declined
off_18cad26a7161,app_33f33b353806,brw_a8267ecac290,lnd_54a37531f7e5,13393.04,0.1037,60,2026-09-09,declined
off_c73d2d521814,app_33f33b353806,brw_a8267ecac290,lnd_2e2adcc3d662,13823.95,0.1478,36,2026-09-08,declined
off_8ca46b0774b3,app_33f33b353806,brw_a8267ecac290,lnd_f0806e150f18,14013.97,0.1334,36,2026-09-06,declined
off_b3b369adcee2,app_33f33b353806,brw_a8267ecac290,lnd_abf7ad1fc508,10873.85,0.2919,36,2026-09-06,declined
off_1317d0143774,app_33f33b353806,brw_a8267ecac290,lnd_40648b57da4a,10905.48,0.3552,36,2026-09-09,declined
off_cabed0e47349,app_450fd4820f96,brw_c00ee39578c0,lnd_68d1bb39a009,7449.47,0.1833,24,2026-09-11,declined
off_04f534e7d13b,app_450fd4820f96,brw_c00ee39578c0,lnd_2e2adcc3d662,6960.24,0.1999,12,2026-09-12,declined
off_da5c5cc84c2d,app_450fd4820f96,brw_c00ee39578c0,lnd_f0806e150f18,6785.32,0.1322,48,2026-09-09,accepted
off_7282138e7906,app_450fd4820f96,brw_c00ee39578c0,lnd_abf7ad1fc508,7442.91,0.3093,48,2026-09-12,declined
off_09497e87799c,app_450fd4820f96,brw_c00ee39578c0,lnd_40648b57da4a,6713.07,0.2801,36,2026-09-12,declined
off_bfbaad8ff49e,app_2b398b258f8e,brw_f65d55e7345b,lnd_68d1bb39a009,16989.46,0.1924,60,2026-05-17,declined
off_95f1a29eb4de,app_2b398b258f8e,brw_f65d55e7345b,lnd_2e2adcc3d662,18258.47,0.1422,48,2026-05-19,declined
off_8eff3d9a75df,app_2b398b258f8e,brw_f65d55e7345b,lnd_abf7ad1fc508,17632.47,0.3085,36,2026-05-16,declined
off_2f76d4a8a3b5,app_2b398b258f8e,brw_f65d55e7345b,lnd_40648b57da4a,16981.15,0.2084,36,2026-05-16,accepted
off_0da570d7aca9,app_15f90cc81bee,brw_9c8b7e1c0bec,lnd_eb741dcfd1a0,16411.62,0.0927,12,2026-08-14,accepted
off_0f38834935a7,app_15f90cc81bee,brw_9c8b7e1c0bec,lnd_5201a46cec3a,17805.97,0.161,36,2026-08-13,declined
off_c99c3a9252f5,app_15f90cc81bee,brw_9c8b7e1c0bec,lnd_68d1bb39a009,18767.06,0.181,36,2026-08-13,declined
off_c80a94f39885,app_15f90cc81bee,brw_9c8b7e1c0bec,lnd_2e2adcc3d662,18228.93,0.1777,36,2026-08-13,declined
off_c36d3401d1cd,app_15f90cc81bee,brw_9c8b7e1c0bec,lnd_abf7ad1fc508,17753.07,0.2836,60,2026-08-14,declined
off_ffae807226bb,app_15f90cc81bee,brw_9c8b7e1c0bec,lnd_40648b57da4a,19491.27,0.2483,24,2026-08-16,declined
off_6c23c5cedd3b,app_41066a4ca31f,brw_f60627c27799,lnd_68d1bb39a009,13901.51,0.1514,36,2026-09-06,declined
off_34069c9b1d01,app_41066a4ca31f,brw_f60627c27799,lnd_2e2adcc3d662,11886.49,0.1723,36,2026-09-06,declined
off_1a2779172181,app_41066a4ca31f,brw_f60627c27799,lnd_abf7ad1fc508,13629.7,0.2288,36,2026-09-09,declined
off_8862e5d5b75f,app_41066a4ca31f,brw_f60627c27799,lnd_40648b57da4a,11488.37,0.2404,36,2026-09-07,accepted
off_cb3d0755bc2d,app_7a82700c8aae,brw_607fd4f718f6,lnd_5201a46cec3a,12174.14,0.1327,36,2026-08-03,declined
off_6c3114b8b27f,app_7a82700c8aae,brw_607fd4f718f6,lnd_68d1bb39a009,11909.99,0.1639,36,2026-08-03,declined
off_c52e08abd537,app_7a82700c8aae,brw_607fd4f718f6,lnd_2e2adcc3d662,11768.43,0.1981,36,2026-08-03,declined
off_cb8117a8a26d,app_7a82700c8aae,brw_607fd4f718f6,lnd_40648b57da4a,12787.13,0.2394,48,2026-08-06,declined
off_ba9336b187f5,app_d4254ea5b905,brw_8c8edf0ee32f,lnd_68d1bb39a009,14232.63,0.1997,24,2026-09-11,declined
off_00613b74d85a,app_d4254ea5b905,brw_8c8edf0ee32f,lnd_2e2adcc3d662,12419.92,0.1669,36,2026-09-11,accepted
off_bc945a8a8a5f,app_d4254ea5b905,brw_8c8edf0ee32f,lnd_f0806e150f18,12766.88,0.1685,36,2026-09-10,declined
off_60cf586e9e60,app_e65ddaf124a0,brw_8c8edf0ee32f,lnd_68d1bb39a009,33650.79,0.2058,36,2026-07-26,declined
off_b2998205f126,app_e65ddaf124a0,brw_8c8edf0ee32f,lnd_f0806e150f18,30519.45,0.1665,48,2026-07-24,accepted
off_789895e9bbb3,app_afa3b861ebe8,brw_ba84770bacee,lnd_eb741dcfd1a0,6781.99,0.143,36,2026-07-30,declined
off_b06f5c8a49a5,app_afa3b861ebe8,brw_ba84770bacee,lnd_54a37531f7e5,6240.21,0.0871,36,2026-08-02,accepted
off_fb8bf68c1d79,app_afa3b861ebe8,brw_ba84770bacee,lnd_5201a46cec3a,5952.89,0.1034,12,2026-07-30,declined
off_61c7283be1a4,app_afa3b861ebe8,brw_ba84770bacee,lnd_2e2adcc3d662,5874.17,0.2211,24,2026-08-02,declined
off_a407fcad3335,app_afa3b861ebe8,brw_ba84770bacee,lnd_f0806e150f18,6927.06,0.1543,48,2026-08-01,declined
off_6a1bcfca1d15,app_afa3b861ebe8,brw_ba84770bacee,lnd_abf7ad1fc508,7264.93,0.3146,60,2026-08-01,declined
off_73196a12c79e,app_d64975bfb4f4,brw_7f4ac261bc86,lnd_54a37531f7e5,9340.12,0.1363,24,2026-07-22,declined
off_0c1edba47b8a,app_d64975bfb4f4,brw_7f4ac261bc86,lnd_5201a46cec3a,8508.83,0.1078,60,2026-07-24,accepted
off_ccb018202ec2,app_d64975bfb4f4,brw_7f4ac261bc86,lnd_68d1bb39a009,9925.74,0.2134,12,2026-07-25,declined
off_170e95edf52a,app_d64975bfb4f4,brw_7f4ac261bc86,lnd_2e2adcc3d662,7897.25,0.2226,24,2026-07-25,declined
off_eb4e8166e7ae,app_d64975bfb4f4,brw_7f4ac261bc86,lnd_f0806e150f18,9978.89,0.2002,36,2026-07-23,declined
off_1a2635f17f56,app_d64975bfb4f4,brw_7f4ac261bc86,lnd_abf7ad1fc508,9618.52,0.2791,36,2026-07-23,declined
off_0e3ac663226e,app_d64975bfb4f4,brw_7f4ac261bc86,lnd_40648b57da4a,9843.96,0.3236,24,2026-07-25,declined
off_f5ed494bf749,app_bd66571348c3,brw_7f4ac261bc86,lnd_54a37531f7e5,30278.56,0.1227,36,2026-09-03,declined
off_bb1dda8fa24e,app_bd66571348c3,brw_7f4ac261bc86,lnd_5201a46cec3a,29632.18,0.1449,36,2026-09-05,declined
off_9e1217689c18,app_bd66571348c3,brw_7f4ac261bc86,lnd_f0806e150f18,30524.74,0.1926,36,2026-09-03,accepted
off_7fef08c50dcc,app_bd66571348c3,brw_7f4ac261bc86,lnd_abf7ad1fc508,29694.05,0.2302,36,2026-09-06,declined
off_78e7f90d3e1b,app_bd66571348c3,brw_7f4ac261bc86,lnd_40648b57da4a,35525.01,0.3359,48,2026-09-06,declined
off_c64d55aaed7a,app_a829e21c5de9,brw_236698f4c1c0,lnd_68d1bb39a009,8006.48,0.1675,12,2026-09-16,accepted
off_ffcfe525bc2e,app_a829e21c5de9,brw_236698f4c1c0,lnd_2e2adcc3d662,8419.99,0.2203,36,2026-09-18,declined
off_38d7affd15a2,app_f11ae5272f36,brw_7675ea15939d,lnd_eb741dcfd1a0,34224.23,0.1165,24,2026-06-10,declined
off_745c58d3e54a,app_f11ae5272f36,brw_7675ea15939d,lnd_5201a46cec3a,29071.52,0.1128,24,2026-06-09,declined
off_86789075bfe4,app_f11ae5272f36,brw_7675ea15939d,lnd_68d1bb39a009,35844.34,0.2032,12,2026-06-09,declined
off_b2d39c412ce6,app_f11ae5272f36,brw_7675ea15939d,lnd_2e2adcc3d662,36551.88,0.194,24,2026-06-08,declined
off_2403ae73ccfa,app_f11ae5272f36,brw_7675ea15939d,lnd_f0806e150f18,28265.5,0.2007,24,2026-06-07,accepted
off_43586604d31b,app_f11ae5272f36,brw_7675ea15939d,lnd_abf7ad1fc508,36148.36,0.2404,36,2026-06-10,declined
off_8e9154ed932a,app_519b9ddace68,brw_64b1104f2543,lnd_68d1bb39a009,19194.63,0.1765,36,2025-10-19,declined
off_e6f228378e04,app_519b9ddace68,brw_64b1104f2543,lnd_2e2adcc3d662,19885.11,0.1932,36,2025-10-22,declined
off_2588314f244b,app_519b9ddace68,brw_64b1104f2543,lnd_f0806e150f18,20868.07,0.1868,48,2025-10-22,declined
off_988eb5018f12,app_519b9ddace68,brw_64b1104f2543,lnd_abf7ad1fc508,24516.83,0.2658,60,2025-10-21,accepted
off_5ea2c9faf6b5,app_519b9ddace68,brw_64b1104f2543,lnd_40648b57da4a,22189.62,0.2364,48,2025-10-19,declined
off_7e806323fdb9,app_e47c420b1196,brw_64b1104f2543,lnd_68d1bb39a009,30647.3,0.1858,24,2026-03-17,accepted
off_810d303bf4f2,app_e47c420b1196,brw_64b1104f2543,lnd_40648b57da4a,31383.87,0.3362,36,2026-03-15,declined
off_2f5931916e5c,app_ceeffdb6ea81,brw_e29dc83e93a0,lnd_68d1bb39a009,2560.19,0.1774,36,2026-07-12,declined
off_31d64e96d4d1,app_ceeffdb6ea81,brw_e29dc83e93a0,lnd_f0806e150f18,3141.24,0.1206,24,2026-07-11,accepted
off_a98d01268957,app_ceeffdb6ea81,brw_e29dc83e93a0,lnd_40648b57da4a,3033.61,0.2499,60,2026-07-09,declined
