loan_id,offer_id,borrower_id,lender_id,funded_amount,apr,term_months,funded_date,origination_fee_pct,origination_fee_amount
loan_2bd79c74b463,off_e26d6087b86c,brw_858bf16c4382,lnd_f0806e150f18,24533.7,0.1478,60,2026-04-28,0.032,785.08
loan_9bb70260464b,off_230106ada2c1,brw_858bf16c4382,lnd_2e2adcc3d662,10037.2,0.2002,36,2026-06-30,0.028,281.04
loan_0b738eb0d425,off_b7577a4e5b1c,brw_3296b33514e9,lnd_abf7ad1fc508,14358.37,0.2853,36,2025-11-17,0.045,646.13
loan_b17171fac4b3,off_900372e2462f,brw_3296b33514e9,lnd_abf7ad1fc508,17552.83,0.2976,36,2026-02-04,0.045,789.88
loan_ff95c7089cc5,off_6f6abf48de5f,brw_4f18f97f9df8,lnd_ebd3fcc47db6,12966.81,0.0711,12,2026-01-08,0.02,259.34
loan_1818ad66d7bd,off_507252b2f257,brw_4f18f97f9df8,lnd_eb741dcfd1a0,32920.99,0.1228,48,2026-08-30,0.022,724.26
loan_ad04d26896b8,off_9772adef677b,brw_7c7bcafeabea,lnd_abf7ad1fc508,21699.16,0.2688,36,2026-09-07,0.045,976.46
loan_2a1ccbefdf10,off_2efcb92f93a1,brw_7c7bcafeabea,lnd_eb741dcfd1a0,10429.45,0.1029,48,2026-09-19,0.022,229.45
loan_f271130cab6d,off_65659f20ed23,brw_7c7bcafeabea,lnd_abf7ad1fc508,20705.29,0.2455,36,2026-08-16,0.045,931.74
loan_77ea419d3fca,off_fd4a568909f9,brw_4eb906c4a586,lnd_f0806e150f18,4240.96,0.1405,60,2025-10-13,0.032,135.71
loan_a894819ddd69,off_4b7df0478db9,brw_524a6c73c2e9,lnd_54a37531f7e5,17679.74,0.0979,12,2026-05-22,0.015,265.2
loan_011b512a9530,off_126a7be8c2f3,brw_524a6c73c2e9,lnd_eb741dcfd1a0,10264.64,0.1102,60,2026-07-20,0.022,225.82
loan_36e50762571d,off_3344fbbc3de6,brw_978569c1a161,lnd_40648b57da4a,1267.23,0.2023,36,2026-08-06,0.04,50.69
loan_41276e45a122,off_5f9a09d772f6,brw_978569c1a161,lnd_68d1bb39a009,9441.43,0.1491,36,2026-04-04,0.03,283.24
loan_0f9222735166,off_204191ddaa81,brw_d86c24da8298,lnd_40648b57da4a,10653.42,0.2729,36,2026-09-14,0.04,426.14
loan_704421bc7406,off_5f423143f2f1,brw_d86c24da8298,lnd_2e2adcc3d662,24541.0,0.1788,60,2026-06-09,0.028,687.15
loan_e761c54ea335,off_0d633f0a747c,brw_4b8ab17d0ef1,lnd_eb741dcfd1a0,32453.79,0.0944,24,2026-02-13,0.022,713.98
loan_5ebac2a86f1c,off_37dc0ddbd7a6,brw_f99bce39e808,lnd_40648b57da4a,16446.79,0.2615,48,2025-05-23,0.04,657.87
loan_8e25be5b6bd2,off_dd9055072a4e,brw_e9a48b31aee7,lnd_abf7ad1fc508,33364.98,0.3507,36,2026-03-14,0.045,1501.42
loan_f0507b7173f6,off_585540e06529,brw_2f1f28e22098,lnd_2e2adcc3d662,25098.05,0.1528,24,2026-02-23,0.028,702.75
loan_330b0c85ebeb,off_e45bc3847eef,brw_2f1f28e22098,lnd_f0806e150f18,8290.03,0.1319,36,2026-04-08,0.032,265.28
loan_d064fcdbadb7,off_7329ad6943a8,brw_51908306b2fb,lnd_54a37531f7e5,1775.75,0.1352,36,2026-07-08,0.015,26.64
loan_4e2d9669b9e3,off_4dea1f26ffbf,brw_51908306b2fb,lnd_2e2adcc3d662,6647.93,0.1534,24,2025-09-15,0.028,186.14
loan_406402a51250,off_4622bcae0359,brw_a149c74ae90b,lnd_68d1bb39a009,10294.69,0.1748,60,2026-02-02,0.03,308.84
loan_19022556b844,off_e2e757f7a8dc,brw_c073a0819ee6,lnd_2e2adcc3d662,25843.22,0.1999,48,2026-06-30,0.028,723.61
loan_0c8f5a56924f,off_b25fbc93ffef,brw_c073a0819ee6,lnd_54a37531f7e5,3020.83,0.1025,36,2026-09-15,0.015,45.31
loan_a2bc484f7850,off_e24d2e61f421,brw_545b594f02b3,lnd_68d1bb39a009,20359.98,0.147,60,2026-07-06,0.03,610.8
loan_0310b5530b77,off_090dc192aa4d,brw_545b594f02b3,lnd_f0806e150f18,7940.14,0.1513,48,2026-05-23,0.032,254.08
loan_6bf9b9c6c8be,off_6f6551368b7b,brw_29befa33f1b8,lnd_40648b57da4a,29857.21,0.314,24,2026-08-27,0.04,1194.29
loan_920234a0279f,off_5d659f818b10,brw_29befa33f1b8,lnd_40648b57da4a,3706.12,0.2548,24,2026-09-05,0.04,148.24
loan_ee5c0d8b0ce6,off_cb515d41a56d,brw_29befa33f1b8,lnd_abf7ad1fc508,20753.41,0.2558,12,2026-07-13,0.045,933.9
loan_0e73892eb537,off_0bb7031f5921,brw_a37000a87cb0,lnd_abf7ad1fc508,23275.7,0.2504,36,2025-11-26,0.045,1047.41
loan_5743a4ba28fb,off_0db559eb70e2,brw_a37000a87cb0,lnd_68d1bb39a009,6748.35,0.1922,24,2025-09-13,0.03,202.45
loan_f4d377663780,off_095588c69fbd,brw_dad1c3fd1f44,lnd_abf7ad1fc508,7405.41,0.3132,24,2026-05-05,0.045,333.24
loan_6c828c3d788a,off_3525d42eedd1,brw_a38180584a6a,lnd_68d1bb39a009,3613.31,0.1674,48,2026-05-11,0.03,108.4
loan_365b4fd0a01c,off_e6c564e7dd69,brw_60004dafe93b,lnd_f0806e150f18,18661.96,0.1604,36,2025-02-07,0.032,597.18
loan_e23925a1252c,off_f8be3bd41b64,brw_60004dafe93b,lnd_f0806e150f18,1880.68,0.1567,36,2026-09-12,0.032,60.18
loan_163a751e6ed4,off_bb99e2498210,brw_ba0a5b240abf,lnd_68d1bb39a009,28840.33,0.1587,60,2026-03-03,0.03,865.21
loan_8481e0831dc2,off_181ed846c309,brw_fbb3c6e420d1,lnd_68d1bb39a009,3237.72,0.1375,48,2026-06-07,0.03,97.13
loan_480294014814,off_79e2a9589a89,brw_7efce1eef1b8,lnd_40648b57da4a,9056.74,0.2988,12,2026-07-31,0.04,362.27
loan_d037dbb50bd1,off_970a8f6fb8ad,brw_7efce1eef1b8,lnd_40648b57da4a,9182.54,0.3018,24,2026-08-05,0.04,367.3
loan_37fd78c4c58c,off_1462b93d6aa3,brw_952bb29352ad,lnd_68d1bb39a009,29245.32,0.1835,36,2026-07-15,0.03,877.36
loan_b0bed5d59646,off_8df80d6dee3a,brw_952bb29352ad,lnd_68d1bb39a009,3486.69,0.1594,24,2026-07-22,0.03,104.6
loan_24123fbfcac7,off_c83c6194482b,brw_ba66af0fe1bf,lnd_2e2adcc3d662,15314.01,0.1568,48,2026-09-19,0.028,428.79
loan_948f9a070a5c,off_2da4ced66cc7,brw_ba66af0fe1bf,lnd_5201a46cec3a,5778.84,0.1261,36,2026-07-18,0.025,144.47
loan_00ed911fdace,off_65a9fe87ca5f,brw_42523e28bef1,lnd_abf7ad1fc508,20819.66,0.2511,24,2026-03-01,0.045,936.88
loan_ebb15a21f2cb,off_bd85a51faf92,brw_f3f966929292,lnd_68d1bb39a009,33189.93,0.1316,60,2026-04-14,0.03,995.7
loan_d5fd506dd0a7,off_8a4ae37c279c,brw_b5f750cd4db9,lnd_2e2adcc3d662,5522.75,0.1644,24,2026-06-27,0.028,154.64
loan_6ee692bccf28,off_8dd670140074,brw_b5f750cd4db9,lnd_2e2adcc3d662,12739.12,0.1407,24,2025-12-02,0.028,356.7
loan_a8b4acdfdb46,off_b4d9957f3e4f,brw_b34a2785aafb,lnd_68d1bb39a009,16678.94,0.2047,60,2026-06-11,0.03,500.37
loan_3e5925414f3c,off_08b7b91d20bb,brw_eaa9fd1719d5,lnd_f0806e150f18,28770.78,0.1701,36,2026-06-05,0.032,920.66
loan_e22e39d12084,off_dea6d784c1d0,brw_fbf0628989e1,lnd_f0806e150f18,16415.23,0.1301,36,2025-11-19,0.032,525.29
loan_c0b2683a091f,off_4ce468701c4b,brw_87c3b5a3e568,lnd_40648b57da4a,24384.42,0.2072,24,2025-11-05,0.04,975.38
loan_e9711370a6e5,off_f9c6de72ae33,brw_87c3b5a3e568,lnd_abf7ad1fc508,21379.39,0.2842,60,2026-07-20,0.045,962.07
loan_1ade1716314c,off_f93420ef1bd6,brw_f2be2d02ae42,lnd_68d1bb39a009,20080.5,0.1444,60,2026-06-04,0.03,602.41
loan_fc9f243b5b3e,off_3cfee7769ddf,brw_f2be2d02ae42,lnd_68d1bb39a009,10759.37,0.1804,36,2026-06-26,0.03,322.78
loan_bb04e35ad3eb,off_5ee8e150ea92,brw_f2be2d02ae42,lnd_68d1bb39a009,6017.08,0.2163,36,2026-05-17,0.03,180.51
loan_38b4b722517a,off_8a95a5f5df34,brw_d72413e86175,lnd_abf7ad1fc508,27138.17,0.3496,48,2026-04-17,0.045,1221.22
loan_e2b125c248a6,off_e375af49e6ad,brw_aeb2be592eab,lnd_68d1bb39a009,27699.42,0.179,60,2026-03-22,0.03,830.98
loan_4a4a50692a77,off_5141ad75bd68,brw_380a7741d469,lnd_68d1bb39a009,12258.42,0.1529,12,2026-06-03,0.03,367.75
loan_288cbda65897,off_cd5b0d790181,brw_fd77cd9ad79f,lnd_abf7ad1fc508,3953.32,0.3183,48,2026-09-03,0.045,177.9
loan_142bf762ea64,off_8a36871197f8,brw_fd77cd9ad79f,lnd_abf7ad1fc508,20331.55,0.3021,48,2026-05-09,0.045,914.92
loan_61f17f308f60,off_07931d40fb1b,brw_5c6630d007e4,lnd_5201a46cec3a,21220.9,0.108,24,2026-08-16,0.025,530.52
loan_b3bcf0925f54,off_0a4ec05b6952,brw_3a2d1fa83e91,lnd_eb741dcfd1a0,21065.52,0.1079,60,2026-07-30,0.022,463.44
loan_1f6f2ff8087d,off_9d3f32c90910,brw_0919197d2089,lnd_68d1bb39a009,13766.14,0.1494,36,2026-02-01,0.03,412.98
loan_618448b05206,off_e17e12f8aa3e,brw_b991a626ee15,lnd_40648b57da4a,5590.46,0.3448,24,2026-07-22,0.04,223.62
loan_f4fd042f6cfb,off_3ab9b39da310,brw_9f7f0ceb1ccf,lnd_035d3bde8267,18985.66,0.0859,60,2026-09-05,0.018,341.74
loan_38d204b48330,off_294c36c76282,brw_9f7f0ceb1ccf,lnd_ebd3fcc47db6,12247.8,0.0976,36,2026-01-06,0.02,244.96
loan_63f0282ac8c4,off_6c30b2cdc2b0,brw_7b227f1bcc89,lnd_40648b57da4a,33143.73,0.2978,36,2025-09-16,0.04,1325.75
loan_dda561b409f4,off_6ad85a2d6c5c,brw_0ebe347040aa,lnd_54a37531f7e5,16960.21,0.0942,24,2025-09-07,0.015,254.4
loan_b98cf4e2cc2c,off_349992234a91,brw_83cd4691f059,lnd_eb741dcfd1a0,19340.55,0.131,60,2026-02-01,0.022,425.49
loan_3900ea550872,off_10c1d12db1a9,brw_deaafb42338e,lnd_68d1bb39a009,1631.28,0.1712,12,2026-09-14,0.03,48.94
loan_73f0e15a697a,off_756e0e091d10,brw_d9de787b6949,lnd_40648b57da4a,27389.98,0.3556,36,2026-04-29,0.04,1095.6
loan_3b5e4844e9e8,off_5c80596ecdbf,brw_ab4bf7a5ad1d,lnd_54a37531f7e5,11536.29,0.0959,24,2026-04-19,0.015,173.04
loan_5f8453f346ab,off_53a17fbc6e53,brw_12ffdf970368,lnd_68d1bb39a009,10217.93,0.1974,60,2026-09-12,0.03,306.54
loan_7003e0724ebf,off_606226c629c2,brw_1501a888ecd5,lnd_40648b57da4a,12050.31,0.3503,24,2026-07-05,0.04,482.01
loan_841d410f49ce,off_993ad2823af0,brw_8234275f94e1,lnd_f0806e150f18,3974.87,0.1236,60,2026-08-15,0.032,127.2
loan_606a9732caf4,off_6e72ceecab30,brw_8234275f94e1,lnd_40648b57da4a,26485.15,0.3562,60,2026-06-28,0.04,1059.41
loan_5ff491047d3a,off_438d704be52c,brw_0ee46a5e6988,lnd_2e2adcc3d662,7661.05,0.154,36,2026-01-29,0.028,214.51
loan_32fe40d47fd5,off_3ee98ecfd4fa,brw_316ba696a557,lnd_ebd3fcc47db6,1221.14,0.0671,48,2026-01-21,0.02,24.42
loan_d3c4e895f6f4,off_159a1e7741e9,brw_c1fed276751b,lnd_f0806e150f18,25989.73,0.1432,12,2026-08-15,0.032,831.67
loan_d21b1227c6fc,off_d6e95cb0639f,brw_c1fed276751b,lnd_f0806e150f18,11660.84,0.1885,48,2026-08-18,0.032,373.15
loan_8df1f491d942,off_b4f83e15c0bf,brw_35c6eff43b5d,lnd_abf7ad1fc508,10542.53,0.2444,24,2026-04-26,0.045,474.41
loan_663d5b37b16a,off_64fea7266d85,brw_1f2474d7441d,lnd_68d1bb39a009,13243.38,0.1593,12,2025-12-15,0.03,397.3
loan_07937868719e,off_ee6bbbd86c6c,brw_ccca58ecaee2,lnd_40648b57da4a,9933.38,0.285,36,2026-01-06,0.04,397.34
loan_be30b47901fa,off_783822e37c9d,brw_ed52cb69dbe2,lnd_f0806e150f18,6189.66,0.2015,48,2026-06-28,0.032,198.07
loan_0f544b13304c,off_22e93ec21ffe,brw_1b83705d8c3b,lnd_2e2adcc3d662,10892.69,0.1719,36,2026-07-18,0.028,305.0
loan_ed17d7d534f2,off_8a7088ede3e4,brw_b309820eaf4b,lnd_abf7ad1fc508,4339.53,0.2476,24,2026-02-12,0.045,195.28
loan_88788b05ac67,off_f792d2bb304f,brw_9ee6822bf314,lnd_035d3bde8267,26495.1,0.1004,36,2026-08-21,0.018,476.91
loan_15a42269a38c,off_853ad13706a9,brw_a376fe755b0a,lnd_f0806e150f18,2299.47,0.1948,36,2025-10-02,0.032,73.58
loan_927eb113eb35,off_7039774a30d7,brw_a376fe755b0a,lnd_abf7ad1fc508,16437.51,0.2784,12,2026-02-03,0.045,739.69
loan_e145fb85db84,off_4b476b00afda,brw_500a7f0957ef,lnd_abf7ad1fc508,6070.18,0.2931,60,2026-06-02,0.045,273.16
loan_a59aca0b047d,off_02098e5f44af,brw_d5a9ed7a0d69,lnd_eb741dcfd1a0,10477.84,0.0943,48,2026-07-16,0.022,230.51
loan_fd35d05f48a6,off_e0e419160035,brw_a8267ecac290,lnd_2e2adcc3d662,4641.16,0.1785,36,2026-06-25,0.028,129.95
loan_8e8ac8608bdc,off_da5c5cc84c2d,brw_c00ee39578c0,lnd_f0806e150f18,6785.32,0.1322,48,2026-09-09,0.032,217.13
loan_31037791648c,off_2f76d4a8a3b5,brw_f65d55e7345b,lnd_40648b57da4a,16981.15,0.2084,36,2026-05-17,0.04,679.25
loan_586a9a901c6a,off_0da570d7aca9,brw_9c8b7e1c0bec,lnd_eb741dcfd1a0,16411.62,0.0927,12,2026-08-14,0.022,361.06
loan_4aef4f303d99,off_8862e5d5b75f,brw_f60627c27799,lnd_40648b57da4a,11488.37,0.2404,36,2026-09-10,0.04,459.53
loan_0944b9b89dca,off_00613b74d85a,brw_8c8edf0ee32f,lnd_2e2adcc3d662,12419.92,0.1669,36,2026-09-13,0.028,347.76
loan_bdeac12074fe,off_b2998205f126,brw_8c8edf0ee32f,lnd_f0806e150f18,30519.45,0.1665,48,2026-07-28,0.032,976.62
loan_d562a98738b0,off_b06f5c8a49a5,brw_ba84770bacee,lnd_54a37531f7e5,6240.21,0.0871,36,2026-08-06,0.015,93.6
loan_73d25a4c082c,off_0c1edba47b8a,brw_7f4ac261bc86,lnd_5201a46cec3a,8508.83,0.1078,60,2026-07-30,0.025,212.72
loan_cc85931412e4,off_9e1217689c18,brw_7f4ac261bc86,lnd_f0806e150f18,30524.74,0.1926,36,2026-09-07,0.032,976.79
loan_39765220206f,off_c64d55aaed7a,brw_236698f4c1c0,lnd_68d1bb39a009,8006.48,0.1675,12,2026-09-19,0.03,240.19
loan_d654e7182357,off_2403ae73ccfa,brw_7675ea15939d,lnd_f0806e150f18,28265.5,0.2007,24,2026-06-10,0.032,904.5
loan_65cafbe6d27b,off_988eb5018f12,brw_64b1104f2543,lnd_abf7ad1fc508,24516.83,0.2658,60,2025-10-27,0.045,1103.26
loan_61d1ce6396f7,off_7e806323fdb9,brw_64b1104f2543,lnd_68d1bb39a009,30647.3,0.1858,24,2026-03-24,0.03,919.42
loan_173b34811efb,off_31d64e96d4d1,brw_e29dc83e93a0,lnd_f0806e150f18,3141.24,0.1206,24,2026-07-16,0.032,100.52
loan_5c761c67302b,off_c20d2dfc2fb4,brw_e29dc83e93a0,lnd_68d1bb39a009,6296.57,0.1366,60,2026-08-22,0.03,188.9
loan_f65e57111b20,off_5bde1f1acf73,brw_6fdcd368fc2d,lnd_f0806e150f18,18338.81,0.1484,12,2026-03-25,0.032,586.84
loan_bff1977a3513,off_498b4c5cd3b4,brw_6fdcd368fc2d,lnd_f0806e150f18,22949.14,0.1519,12,2026-08-04,0.032,734.37
loan_969c2c4f7e26,off_2720107bb27e,brw_9dbf0f3cdcb9,lnd_2e2adcc3d662,7175.63,0.1687,36,2026-08-19,0.028,200.92
loan_6aed0756c554,off_8f725400ada8,brw_9dbf0f3cdcb9,lnd_f0806e150f18,11575.2,0.149,36,2026-08-25,0.032,370.41
loan_34257e22edda,off_5f71ae674bea,brw_681c94bbbc4c,lnd_abf7ad1fc508,12649.31,0.2899,36,2026-02-14,0.045,569.22
loan_5b1970a132f6,off_df74f7ff67d2,brw_d550962721d4,lnd_f0806e150f18,11965.5,0.138,60,2026-05-20,0.032,382.9
loan_7157f68022be,off_9dbd0a47bfad,brw_2b10ed153a22,lnd_f0806e150f18,11902.06,0.1537,48,2026-06-19,0.032,380.87
loan_3b1b97a4bdbd,off_885cd0aa830d,brw_73fa99dddb66,lnd_abf7ad1fc508,8487.12,0.2565,24,2026-06-03,0.045,381.92
loan_774f870ab3ac,off_c60420394fa1,brw_5817fec74a67,lnd_abf7ad1fc508,26573.22,0.3564,36,2025-11-28,0.045,1195.79
loan_ab472d899bd7,off_91166c2fe6e6,brw_5817fec74a67,lnd_f0806e150f18,18230.6,0.1351,48,2026-08-01,0.032,583.38
loan_aca747945456,off_40092b4184ef,brw_5817fec74a67,lnd_f0806e150f18,4589.99,0.1529,12,2025-11-18,0.032,146.88
loan_59d1ed4b7618,off_c1d799b41740,brw_ac1efb247bfe,lnd_68d1bb39a009,4405.72,0.142,36,2025-12-28,0.03,132.17
loan_8d5e5eb6ee5f,off_a3bc9b21ff27,brw_a121151ca0fc,lnd_abf7ad1fc508,4834.93,0.2213,48,2026-05-22,0.045,217.57
loan_3eb9ba5d36d3,off_895c3780c997,brw_a121151ca0fc,lnd_40648b57da4a,22906.01,0.2633,24,2026-06-24,0.04,916.24
loan_8ade2ae515e1,off_38f0be562c03,brw_5c75fab92d2b,lnd_2e2adcc3d662,11249.86,0.1785,36,2026-07-06,0.028,315.0
loan_ddb3125be3a3,off_89d67f7a9dc0,brw_510c424325ce,lnd_f0806e150f18,15005.98,0.1738,12,2026-07-11,0.032,480.19
loan_4fb3068a5d65,off_7fc4532e9919,brw_510c424325ce,lnd_abf7ad1fc508,16991.44,0.2223,48,2026-06-11,0.045,764.61
loan_13165084860a,off_c0953248796e,brw_8ef8eb7b66d4,lnd_035d3bde8267,32548.48,0.0708,36,2026-07-26,0.018,585.87
loan_088aceddc52f,off_1301202b5476,brw_8ef8eb7b66d4,lnd_54a37531f7e5,3252.0,0.1109,36,2026-07-02,0.015,48.78
loan_6bd966ec8a46,off_dcfa8fa99180,brw_a2040eba0de8,lnd_40648b57da4a,10844.55,0.3308,36,2026-02-10,0.04,433.78
loan_f2df4fec0520,off_9bc55496fb1c,brw_4e81394afe24,lnd_54a37531f7e5,1059.77,0.1389,12,2026-03-28,0.015,15.9
loan_ec28ffc70088,off_677c24b342c2,brw_3f824fcf21ee,lnd_68d1bb39a009,4893.48,0.1878,48,2026-03-11,0.03,146.8
loan_5a84d90cff8b,off_ccb5a3dee063,brw_37361354f230,lnd_035d3bde8267,10243.3,0.105,24,2026-06-17,0.018,184.38
loan_c221f0bff4b6,off_874d9127af9f,brw_c786f1960aa5,lnd_54a37531f7e5,20462.6,0.1102,36,2025-07-05,0.015,306.94
loan_cb4bfafa7f69,off_ca25e093e673,brw_bb1a426c6ccb,lnd_abf7ad1fc508,14937.84,0.3279,36,2026-01-11,0.045,672.2
loan_ff206e6e024d,off_a804463155d0,brw_bb1a426c6ccb,lnd_40648b57da4a,1750.0,0.2994,36,2026-08-13,0.04,70.0
loan_be492c318478,off_c0e1e6504bc0,brw_84591d488d92,lnd_2e2adcc3d662,23787.49,0.1521,36,2025-11-26,0.028,666.05
loan_74da581ed024,off_413b1ef9bfd2,brw_c9e22c00cf14,lnd_40648b57da4a,7073.9,0.1995,12,2026-09-11,0.04,282.96
loan_b6ecc7bad15d,off_905958cbceb4,brw_c9e22c00cf14,lnd_2e2adcc3d662,4847.77,0.2087,48,2026-09-09,0.028,135.74
loan_0637444f0197,off_146ca7d20bc2,brw_3667bb230222,lnd_f0806e150f18,36144.28,0.1967,36,2026-05-10,0.032,1156.62
loan_3d97a845e338,off_0c62ce26e39f,brw_2ab606be9ed4,lnd_2e2adcc3d662,8745.09,0.2224,24,2026-05-09,0.028,244.86
loan_dabd4d0c6085,off_c63f54e83b96,brw_d37900b1b219,lnd_40648b57da4a,37152.99,0.2514,36,2025-11-01,0.04,1486.12
loan_5e00f48bb800,off_3cc3a9011ac4,brw_d37900b1b219,lnd_abf7ad1fc508,8096.42,0.2623,36,2025-12-17,0.045,364.34
loan_2863324c68d1,off_4656321fe4d5,brw_0b1a714554f0,lnd_f0806e150f18,17767.66,0.2035,60,2026-09-01,0.032,568.57
loan_41a0b91ee8bf,off_8394f1aef675,brw_0b1a714554f0,lnd_eb741dcfd1a0,21427.08,0.1,60,2026-08-25,0.022,471.4
loan_20cddba272da,off_a890a82bde47,brw_4408eb25cde1,lnd_40648b57da4a,23285.03,0.2014,48,2026-08-22,0.04,931.4
loan_ab01c5b3f44d,off_feb62b5bc2a0,brw_4408eb25cde1,lnd_abf7ad1fc508,14698.32,0.3366,36,2026-09-14,0.045,661.42
loan_a0c174f7a27b,off_14698df51b38,brw_4408eb25cde1,lnd_40648b57da4a,3582.07,0.2302,24,2026-09-14,0.04,143.28
loan_48500482ae4a,off_c5a166445079,brw_5a3cef0b6c65,lnd_40648b57da4a,33927.73,0.2155,12,2026-01-10,0.04,1357.11
loan_93b4b37d8776,off_8b3c8e4db04d,brw_5a3cef0b6c65,lnd_40648b57da4a,10412.42,0.2172,24,2026-03-04,0.04,416.5
loan_5f5c4ded8317,off_c08c61bb3e01,brw_63d2b2605da3,lnd_abf7ad1fc508,5673.2,0.2714,24,2026-01-04,0.045,255.29
loan_f53b51e90645,off_1a97a55d087e,brw_80c9c23f0576,lnd_54a37531f7e5,17452.67,0.0996,36,2026-08-14,0.015,261.79
loan_0eb89358df67,off_c7f9928b8cfd,brw_607de196ec98,lnd_54a37531f7e5,4901.98,0.0939,36,2026-05-22,0.015,73.53
loan_cf31ea01858a,off_448ed295fbc3,brw_d8193e9237d7,lnd_54a37531f7e5,8374.61,0.1071,48,2026-08-23,0.015,125.62
loan_53d17d82618c,off_ed57e076c997,brw_023ce74c916c,lnd_2e2adcc3d662,16748.24,0.143,48,2026-08-16,0.028,468.95
loan_c599fe61c291,off_f1982d87048d,brw_74e2d1b98cda,lnd_eb741dcfd1a0,4140.7,0.0946,36,2026-05-22,0.022,91.1
loan_9e441ccaf1a0,off_67bc091bb7d7,brw_74e2d1b98cda,lnd_abf7ad1fc508,33423.54,0.2622,36,2025-09-23,0.045,1504.06
loan_54626dd01626,off_3aa9dbfb651c,brw_74e2d1b98cda,lnd_54a37531f7e5,9356.51,0.1081,36,2025-12-28,0.015,140.35
loan_0c80680e757e,off_ff7b5d6ee880,brw_168ee376fa92,lnd_eb741dcfd1a0,34924.66,0.1044,36,2026-07-17,0.022,768.34
loan_0d0f668592a9,off_9c5e99785e5f,brw_0f65cf434d8b,lnd_eb741dcfd1a0,16837.43,0.1128,24,2026-06-09,0.022,370.42
loan_a14fab688e27,off_afb496e0e036,brw_ee6bfc1e3fac,lnd_eb741dcfd1a0,12093.53,0.0993,36,2026-08-25,0.022,266.06
loan_a828a1ff2099,off_e69b40d375a8,brw_ee6bfc1e3fac,lnd_eb741dcfd1a0,17526.64,0.1378,24,2026-08-20,0.022,385.59
loan_6e34951da096,off_b6f8d1429fda,brw_b757f9c8ee90,lnd_035d3bde8267,3609.25,0.1003,36,2026-04-11,0.018,64.97
loan_d3509616aa15,off_758f9326dfa6,brw_b757f9c8ee90,lnd_ebd3fcc47db6,22452.09,0.0795,24,2025-12-26,0.02,449.04
loan_9aba912a43e7,off_17f198dcdbfe,brw_4b21caadeb77,lnd_eb741dcfd1a0,8019.78,0.1123,24,2026-05-16,0.022,176.44
loan_7bdc9f70f14f,off_bc2594bf3f36,brw_57a5e7ef0f51,lnd_abf7ad1fc508,6370.46,0.223,48,2025-10-15,0.045,286.67
loan_14df9a83b18f,off_66e3741f164d,brw_18c3d074baf5,lnd_f0806e150f18,6149.17,0.151,48,2026-07-25,0.032,196.77
loan_57335fbb3b72,off_ec06d77bcb70,brw_18c3d074baf5,lnd_f0806e150f18,31006.35,0.1224,36,2026-08-05,0.032,992.2
loan_dad4a8759140,off_62ad395d08de,brw_75670c28d1f2,lnd_40648b57da4a,20488.56,0.2232,48,2026-03-08,0.04,819.54
loan_f164704802cf,off_2bb14e0929b4,brw_848ea7e046e8,lnd_5201a46cec3a,22906.89,0.1085,12,2026-05-12,0.025,572.67
loan_b30d1a48ffc0,off_c8ee8200a28f,brw_5b08d754280c,lnd_5201a46cec3a,7598.54,0.1262,48,2026-08-19,0.025,189.96
loan_554d39dc014e,off_e47b2fbfe11c,brw_b40df52d9515,lnd_68d1bb39a009,29029.94,0.1913,60,2026-08-04,0.03,870.9
loan_1c9d08057af5,off_4a465d2131c0,brw_075ebc6ea9fb,lnd_2e2adcc3d662,9358.48,0.2048,36,2025-12-29,0.028,262.04
loan_b851d53c94ed,off_2b80d5a9a3cd,brw_5f1bcfb6e338,lnd_eb741dcfd1a0,9551.43,0.1125,36,2026-02-02,0.022,210.13
loan_926724e698f8,off_68df793e6b4f,brw_ff375141450a,lnd_40648b57da4a,2484.67,0.2819,60,2026-02-24,0.04,99.39
loan_e27ece13d5fe,off_41640763ba9b,brw_770652fcb493,lnd_68d1bb39a009,19660.82,0.195,12,2026-09-06,0.03,589.82
loan_a978863c9859,off_92bcbbd5d463,brw_770652fcb493,lnd_f0806e150f18,19332.14,0.1285,36,2026-07-21,0.032,618.63
loan_321e62ed1ada,off_876b2e387909,brw_e66b60fa7a2b,lnd_68d1bb39a009,3310.51,0.1789,60,2025-09-11,0.03,99.32
loan_c607c48f2ea1,off_42ba0eceb07f,brw_0c8c09e80356,lnd_40648b57da4a,33768.76,0.3505,48,2026-09-19,0.04,1350.75
loan_26883228b9fc,off_7f273c536bd0,brw_b778ad3b3147,lnd_40648b57da4a,29089.48,0.3015,48,2026-08-13,0.04,1163.58
loan_2239cdb395fe,off_ee580a361900,brw_b778ad3b3147,lnd_035d3bde8267,18772.61,0.0804,36,2026-09-02,0.018,337.91
loan_aa359aa33dea,off_0c2ffe2a71df,brw_4121f18a54f9,lnd_5201a46cec3a,8625.08,0.1397,36,2026-06-04,0.025,215.63
loan_880903f366f7,off_691331f5a661,brw_f107512f1d37,lnd_2e2adcc3d662,19655.72,0.1761,24,2026-09-19,0.028,550.36
loan_bc62f63ea902,off_96f1f2eca49f,brw_798155736644,lnd_5201a46cec3a,2436.4,0.1046,36,2026-08-26,0.025,60.91
loan_cb2c147ae07d,off_89028535c717,brw_c6d67e8fdbf0,lnd_2e2adcc3d662,4819.08,0.1959,12,2026-01-26,0.028,134.93
