application_id,borrower_id,loan_purpose,requested_amount,application_date,status
app_78b92a7126ff,brw_0ee46a5e6988,debt_consolidation,7721.46,2026-01-22,funded
app_711e1e5e41f6,brw_0ee46a5e6988,home_improvement,36832.58,2026-03-08,offers_declined
app_a5bb5389fb88,brw_316ba696a557,medical,1513.5,2026-01-18,funded
app_d631bb0376ee,brw_c1fed276751b,home_improvement,38775.12,2026-08-09,offers_declined
app_6ce8611f7659,brw_c1fed276751b,debt_consolidation,28646.2,2026-08-12,funded
app_cbbd0045eef2,brw_c1fed276751b,major_purchase,14120.28,2026-08-11,funded
app_de80e5455331,brw_35c6eff43b5d,debt_consolidation,13046.15,2026-04-19,funded
app_a57c60616a90,brw_1f2474d7441d,major_purchase,2320.03,2026-06-24,offers_declined
app_787df275692f,brw_1f2474d7441d,debt_consolidation,13389.89,2025-12-08,funded
app_57c0be2b12bd,brw_1f2474d7441d,major_purchase,3368.49,2026-06-21,offers_declined
app_42426c59f04f,brw_067f99b81c1c,home_improvement,9138.45,2026-08-06,no_offers
app_d4068038eeac,brw_ded5d897e25e,debt_consolidation,21266.42,2025-06-12,offers_declined
app_666b51af0668,brw_ccca58ecaee2,debt_consolidation,12388.69,2026-01-02,funded
app_caba50c0d3fc,brw_a927df9ceac6,major_purchase,4080.71,2026-08-23,offers_declined
app_ddc469a30fb8,brw_ed52cb69dbe2,other,7496.06,2026-06-21,funded
app_e9a56363f136,brw_1b83705d8c3b,debt_consolidation,10731.56,2026-07-15,funded
app_6fd5dfe04693,brw_b309820eaf4b,medical,4307.74,2026-02-09,funded
app_0dcf0349365f,brw_9ee6822bf314,home_improvement,27623.95,2026-08-17,funded
app_8ea746b92b6c,brw_a376fe755b0a,other,2656.6,2025-10-01,funded
app_1dd5cd4b3816,brw_a376fe755b0a,major_purchase,16881.37,2026-01-28,funded
app_1bf1c5f51f52,brw_500a7f0957ef,medical,7102.97,2026-05-29,funded
app_94265785dc8b,brw_500a7f0957ef,debt_consolidation,8339.72,2026-09-08,no_offers
app_ed1d50bc5dfc,brw_d5a9ed7a0d69,debt_consolidation,33105.7,2026-07-13,offers_declined
app_2b580ae6576c,brw_d5a9ed7a0d69,medical,13016.87,2026-07-07,funded
app_c4c30e4c9afb,brw_a8267ecac290,debt_consolidation,5362.64,2026-06-20,funded
app_33f33b353806,brw_a8267ecac290,medical,13545.36,2026-09-06,offers_declined
app_450fd4820f96,brw_c00ee39578c0,major_purchase,7241.55,2026-09-09,funded
app_2b398b258f8e,brw_f65d55e7345b,debt_consolidation,17441.3,2026-05-16,funded
app_15f90cc81bee,brw_9c8b7e1c0bec,home_improvement,19382.93,2026-08-13,funded
app_41066a4ca31f,brw_f60627c27799,medical,14351.53,2026-09-06,funded
app_7a82700c8aae,brw_607fd4f718f6,home_improvement,13283.63,2026-08-03,offers_declined
app_d4254ea5b905,brw_8c8edf0ee32f,major_purchase,13753.05,2026-09-10,funded
app_e65ddaf124a0,brw_8c8edf0ee32f,debt_consolidation,33376.08,2026-07-24,funded
app_afa3b861ebe8,brw_ba84770bacee,medical,6921.75,2026-07-30,funded
app_d64975bfb4f4,brw_7f4ac261bc86,debt_consolidation,9869.19,2026-07-22,funded
app_bd66571348c3,brw_7f4ac261bc86,home_improvement,34094.81,2026-09-03,funded
app_a829e21c5de9,brw_236698f4c1c0,debt_consolidation,9973.57,2026-09-15,funded
app_f11ae5272f36,brw_7675ea15939d,home_improvement,35010.97,2026-06-07,funded
app_519b9ddace68,brw_64b1104f2543,home_improvement,23868.85,2025-10-19,funded
app_e47c420b1196,brw_64b1104f2543,home_improvement,32614.79,2026-03-15,funded
app_ceeffdb6ea81,brw_e29dc83e93a0,home_improvement,3102.79,2026-07-09,funded
app_b9788939337f,brw_e29dc83e93a0,debt_consolidation,6554.89,2026-08-19,funded
app_6ca95484788b,brw_6fdcd368fc2d,debt_consolidation,18456.62,2026-03-24,funded
app_aadd83eaea66,brw_6fdcd368fc2d,major_purchase,24424.73,2026-07-29,funded
app_54f2fbae7dd7,brw_9dbf0f3cdcb9,home_improvement,7328.01,2026-08-19,funded
app_697aed2b68a6,brw_9dbf0f3cdcb9,medical,13814.74,2026-08-19,funded
app_00fa28dfc1d6,brw_681c94bbbc4c,other,12493.13,2026-02-12,funded
app_4a8876b86c11,brw_d550962721d4,other,14597.14,2026-05-13,funded
app_3305ea0fdb4d,brw_1a7d46017c90,major_purchase,17461.42,2026-07-22,offers_declined
app_5ef3729eb1f4,brw_2b10ed153a22,debt_consolidation,14801.51,2026-06-11,funded
app_8d9d9b289284,brw_73fa99dddb66,major_purchase,10532.19,2026-05-31,funded
app_650bb2deb9c6,brw_5817fec74a67,debt_consolidation,26498.23,2025-11-23,funded
app_6b0ab4b0c18c,brw_5817fec74a67,debt_consolidation,21723.14,2026-07-23,funded
app_34e4b6d38d97,brw_5817fec74a67,medical,5148.66,2025-11-17,funded
app_3f5b4706e240,brw_6ecb689b29b7,debt_consolidation,18201.13,2025-12-17,offers_declined
app_1da752834a0e,brw_ac1efb247bfe,debt_consolidation,25400.28,2026-05-15,offers_declined
app_98b397487111,brw_ac1efb247bfe,medical,4421.05,2025-12-24,funded
app_df4927433687,brw_a121151ca0fc,home_improvement,4729.16,2026-05-21,funded
app_8f0b39b6ffe7,brw_a121151ca0fc,debt_consolidation,22051.82,2026-06-17,funded
app_823a5b123d19,brw_5c75fab92d2b,debt_consolidation,12141.21,2026-06-28,funded
app_fe62eadca032,brw_510c424325ce,other,14849.64,2026-07-06,funded
app_148b92062740,brw_510c424325ce,major_purchase,19826.78,2026-06-05,funded
app_72170d768e1b,brw_8ef8eb7b66d4,debt_consolidation,31685.11,2026-07-24,funded
app_a7064b564048,brw_8ef8eb7b66d4,major_purchase,3365.14,2026-06-22,funded
app_c2c8c0de7942,brw_8ef8eb7b66d4,debt_consolidation,29050.26,2026-07-23,offers_declined
app_0c3f35235713,brw_a2040eba0de8,medical,11302.38,2026-01-31,funded
app_ff8147d58831,brw_e5219a50a30c,debt_consolidation,9585.7,2026-03-22,offers_declined
app_6943984a64d1,brw_4e81394afe24,other,1269.05,2026-03-21,funded
app_e07470bdd805,brw_e7dd8c21be75,other,3159.9,2026-01-12,offers_declined
app_2a07a6eefe62,brw_3f824fcf21ee,debt_consolidation,5074.64,2026-03-08,funded
app_c3d38f0877a2,brw_37361354f230,medical,12585.34,2026-06-08,funded
app_22ccee268c42,brw_37361354f230,medical,13057.42,2026-06-02,offers_declined
app_39061f8eb29e,brw_c786f1960aa5,debt_consolidation,23200.86,2025-06-28,funded
app_1378610ed004,brw_cc395b2cccbc,debt_consolidation,20273.02,2025-12-10,offers_declined
app_da8e8b2e87aa,brw_bb1a426c6ccb,medical,14866.72,2026-01-01,funded
app_92b6e15ed266,brw_bb1a426c6ccb,medical,1748.12,2026-08-04,funded
app_9571e38733d2,brw_84591d488d92,debt_consolidation,27838.48,2025-11-20,funded
app_767f9efa6f21,brw_5b6373e15410,other,15706.44,2026-07-08,offers_declined
app_c4b6454fe0ef,brw_c9e22c00cf14,debt_consolidation,8669.95,2026-09-07,funded
app_6bfa31fd9fcd,brw_c9e22c00cf14,home_improvement,5656.8,2026-09-07,funded
app_8aa0ce17b471,brw_3667bb230222,home_improvement,39886.07,2026-05-02,funded
app_618239eb7b03,brw_2ab606be9ed4,other,8863.4,2026-05-06,funded
app_b813d5bed33d,brw_d37900b1b219,home_improvement,38962.12,2025-10-25,funded
app_7e4001b9c4d9,brw_d37900b1b219,debt_consolidation,9926.14,2025-12-08,funded
app_bb796ecbba13,brw_0b1a714554f0,debt_consolidation,22028.35,2026-08-29,funded
app_570ab2d01782,brw_0b1a714554f0,major_purchase,23283.27,2026-08-15,funded
app_4f0e77f1a34f,brw_4408eb25cde1,debt_consolidation,22468.91,2026-08-22,funded
app_954337475ac1,brw_4408eb25cde1,home_improvement,14843.09,2026-09-11,funded
app_f7efe1991674,brw_4408eb25cde1,other,4404.91,2026-09-09,funded
app_26bb292d0fe0,brw_5a3cef0b6c65,home_improvement,36873.96,2026-01-05,funded
app_04ec2df76083,brw_5a3cef0b6c65,debt_consolidation,30797.49,2026-01-05,offers_declined
app_9a8175f259f1,brw_5a3cef0b6c65,debt_consolidation,10283.02,2026-03-03,funded
app_6424066cc9b0,brw_812554a6bb65,debt_consolidation,10446.06,2026-08-20,offers_declined
app_c80960c12270,brw_63d2b2605da3,home_improvement,5454.42,2025-12-27,funded
app_a61ef36c4997,brw_80c9c23f0576,major_purchase,18053.29,2026-08-08,funded
app_48764d8963e6,brw_7407e6cd1eaa,medical,7008.32,2026-08-11,offers_declined
app_bd5fdb1bce2c,brw_607de196ec98,medical,5962.78,2026-05-15,funded
app_28a977c818a0,brw_8e4e8e46791f,home_improvement,14020.46,2026-08-10,offers_declined
app_b62321384a79,brw_d8193e9237d7,major_purchase,8820.37,2026-08-20,funded
app_9a83fa0dbdcd,brw_023ce74c916c,debt_consolidation,17040.56,2026-08-14,funded
app_6770f4262f96,brw_74e2d1b98cda,medical,4031.14,2026-05-19,funded
app_27563784aab8,brw_74e2d1b98cda,debt_consolidation,31859.56,2025-09-22,funded
app_95f5e031da6d,brw_74e2d1b98cda,debt_consolidation,8975.6,2025-12-22,funded
app_8416299c6dae,brw_168ee376fa92,home_improvement,38735.03,2026-07-12,funded
app_ebbf310120fe,brw_0f65cf434d8b,other,18423.28,2026-06-05,funded
app_73490eae91c9,brw_ee6bfc1e3fac,major_purchase,13174.81,2026-08-25,funded
app_7666662cc839,brw_ee6bfc1e3fac,major_purchase,19808.98,2026-08-31,offers_declined
app_c4a7cbbb7534,brw_ee6bfc1e3fac,other,18666.86,2026-08-14,funded
app_c5825c1474fd,brw_b757f9c8ee90,home_improvement,3508.41,2026-04-08,funded
app_cf7b3c27f256,brw_b757f9c8ee90,home_improvement,23417.97,2025-12-23,funded
app_38fe641e2b64,brw_4b21caadeb77,major_purchase,2343.77,2026-08-19,offers_declined
app_76a66ba3b2c3,brw_4b21caadeb77,other,7824.47,2026-05-12,funded
app_0ecf5f59a568,brw_57a5e7ef0f51,medical,7820.99,2025-10-11,funded
app_a1995277b1a9,brw_18c3d074baf5,medical,6158.53,2026-07-23,funded
app_cf6a7214c6e9,brw_18c3d074baf5,home_improvement,37964.29,2026-07-30,funded
app_e84064c2c8b5,brw_75670c28d1f2,debt_consolidation,23781.91,2026-03-04,funded
app_53f5f2562fff,brw_848ea7e046e8,debt_consolidation,24072.77,2026-05-08,funded
app_b1d0b96a3ac7,brw_5b08d754280c,medical,8981.75,2026-08-13,funded
app_17232e1b51bd,brw_5b08d754280c,medical,3305.61,2026-08-25,offers_declined
app_bf4a3c807f8e,brw_b40df52d9515,debt_consolidation,31789.39,2026-07-27,funded
app_b573de1e9c2d,brw_075ebc6ea9fb,debt_consolidation,9149.55,2025-12-27,funded
app_36bb4fab1f06,brw_5f1bcfb6e338,home_improvement,21454.32,2026-09-09,offers_declined
app_c946455046f1,brw_5f1bcfb6e338,medical,1683.03,2026-01-06,offers_declined
app_2292402b5179,brw_5f1bcfb6e338,medical,9488.33,2026-01-28,funded
app_284c5ef72e99,brw_ff375141450a,medical,2988.37,2026-02-22,funded
app_7ee17bba6b8a,brw_770652fcb493,major_purchase,23651.67,2026-09-02,funded
app_2aef26f4103c,brw_770652fcb493,major_purchase,18475.54,2026-07-11,funded
app_1adecd36ab31,brw_312eb58c8122,home_improvement,19076.59,2026-08-19,offers_declined
app_a2e70002d505,brw_945be6959271,debt_consolidation,28409.94,2026-09-03,offers_declined
app_d346926e1644,brw_e66b60fa7a2b,debt_consolidation,13670.67,2025-09-11,offers_declined
app_f0bbb484dedc,brw_e66b60fa7a2b,home_improvement,13733.64,2026-02-09,offers_declined
app_577649503cce,brw_e66b60fa7a2b,major_purchase,4056.41,2025-09-09,funded
app_670f059769b9,brw_7cf62509eb99,debt_consolidation,9113.16,2026-07-07,offers_declined
app_40920e465dbe,brw_0c8c09e80356,debt_consolidation,34805.25,2026-09-19,funded
app_f5c01296088b,brw_0c8c09e80356,other,12488.55,2026-09-15,offers_declined
app_e36339681c1d,brw_b778ad3b3147,home_improvement,31026.32,2026-08-12,funded
app_363d822e839b,brw_b778ad3b3147,debt_consolidation,22511.96,2026-08-26,funded
app_3d602cd0776e,brw_4121f18a54f9,major_purchase,9092.51,2026-06-01,funded
app_7509ad98aab7,brw_7e956f7bd372,debt_consolidation,31593.07,2025-11-09,offers_declined
app_dcd8d32e417d,brw_f107512f1d37,major_purchase,10140.52,2026-09-15,offers_declined
app_7af28768b616,brw_f107512f1d37,medical,6482.92,2026-08-31,offers_declined
app_a617f471cec2,brw_f107512f1d37,debt_consolidation,21067.16,2026-09-16,funded
app_c98aac950486,brw_798155736644,medical,2986.3,2026-08-25,funded
app_54e03c0fa697,brw_e8f3e0907ffa,home_improvement,24315.86,2026-07-17,offers_declined
app_20e45b46faeb,brw_c6d67e8fdbf0,debt_consolidation,19268.83,2026-08-17,no_offers
app_60a6fcddbcb7,brw_c6d67e8fdbf0,major_purchase,5997.4,2026-01-19,funded
app_eb9bc3726ecc,brw_8427e7d24d9a,debt_consolidation,5974.58,2025-10-07,offers_declined
app_bfc8a201b44e,brw_8427e7d24d9a,debt_consolidation,12660.55,2026-01-06,funded
app_74f2a6dbfb3d,brw_60949847fc01,medical,4200.23,2026-08-24,offers_declined
app_8d20e9243060,brw_60949847fc01,home_improvement,29972.84,2026-08-29,funded
app_ae272f84b1e7,brw_19078e2bf01b,debt_consolidation,27836.97,2026-09-14,funded
app_b9f489581c7a,brw_b876d0ce6571,medical,8656.67,2025-10-28,funded
app_9e3390512fbb,brw_13f223470708,medical,8407.21,2025-11-29,funded
app_4fbc18971f8e,brw_9ab076fa4c57,debt_consolidation,10581.93,2026-08-14,offers_declined
app_63726eedec59,brw_6fd45d3826ca,other,6736.59,2026-02-23,offers_declined
app_c3baf62b4ac0,brw_771a5249e407,debt_consolidation,30288.18,2026-08-11,funded
app_fc3d5cba376b,brw_ebba4cc11b1c,debt_consolidation,18445.99,2026-06-18,offers_declined
app_4078eeccd187,brw_ebba4cc11b1c,medical,4405.56,2026-03-25,offers_declined
app_67c3373a9f9f,brw_76caddb64d26,debt_consolidation,11654.1,2025-10-10,funded
app_c34b1019f578,brw_b1807a8c330c,home_improvement,9817.48,2026-08-29,offers_declined
app_4754ea48f104,brw_372053499207,other,14426.7,2026-09-11,offers_declined
app_332a441727f5,brw_d8aca1efaa76,medical,8115.11,2026-01-03,funded
app_ec54aa04ac18,brw_028fa63ea992,debt_consolidation,21328.34,2026-04-20,funded
app_893d63a9b71d,brw_746d3cc7ac77,debt_consolidation,17340.58,2026-06-14,offers_declined
app_93c3acf9bb6a,brw_60c688df5f02,debt_consolidation,14585.75,2026-03-15,funded
app_0c7878d64996,brw_d9577f6fe167,medical,12317.22,2026-06-22,offers_declined
app_00c61405b3ac,brw_d9577f6fe167,debt_consolidation,5624.71,2026-07-16,offers_declined
app_a51f0dc0f301,brw_1e27076ce1f0,home_improvement,32846.74,2026-03-14,funded
app_51d4452631d5,brw_1e27076ce1f0,other,9164.29,2026-07-29,funded
app_01aafc16ec5f,brw_99735ebde0b3,medical,6018.95,2026-04-12,funded
app_0335846feb29,brw_23cdfeee6be6,home_improvement,12778.86,2026-08-20,funded
app_410d046b33e5,brw_3c6262ed5aa4,debt_consolidation,7383.99,2026-05-02,funded
app_8f4c722a7d08,brw_d1079b5ba95d,debt_consolidation,16123.51,2026-04-15,funded
app_8a648218b179,brw_d1079b5ba95d,home_improvement,32126.83,2026-06-30,funded
app_ddf0c6e5186e,brw_042fa686fae0,debt_consolidation,15712.05,2026-06-15,funded
app_fb17bf2a4739,brw_042fa686fae0,home_improvement,36871.67,2026-08-11,funded
app_63592e1b12f4,brw_3c29ed126421,debt_consolidation,8054.07,2026-04-16,funded
app_efea0f9c4e59,brw_3c29ed126421,medical,5000.82,2026-08-01,funded
app_ea83befb0ddb,brw_dbe574af0ed4,other,11208.14,2026-04-02,funded
app_908ab8303bd2,brw_fe0048152586,major_purchase,21903.07,2026-09-05,funded
app_3b1e7ed87b88,brw_fe0048152586,medical,3752.99,2026-07-08,funded
app_d131b977c11a,brw_a7002167e5c9,medical,10582.1,2026-07-23,offers_declined
app_e8a81db75b9d,brw_08cd64a79181,debt_consolidation,24924.61,2026-06-10,funded
app_d36e12e303da,brw_08cd64a79181,home_improvement,8148.64,2026-01-12,funded
app_129f41ea8218,brw_81fb74338b02,debt_consolidation,34875.48,2026-01-04,funded
app_f0d55bfeed1e,brw_81fb74338b02,debt_consolidation,33638.58,2026-08-14,funded
app_f8033d27b230,brw_81fb74338b02,debt_consolidation,24770.06,2026-01-19,funded
app_db7c5eae1b9c,brw_2b5b4fd5034d,debt_consolidation,27597.09,2026-09-12,funded
app_29645829eca3,brw_cf7728533189,major_purchase,19460.2,2026-06-09,offers_declined
app_092ded56ebce,brw_cf7728533189,other,13143.63,2026-08-07,funded
app_3d6e911dda94,brw_34d1e9b60761,medical,4870.08,2026-09-01,offers_declined
app_b20b4dc98d9a,brw_d5f9aa7d9b73,major_purchase,21297.7,2026-03-08,funded
app_0cd390d15139,brw_56bab149b5d5,debt_consolidation,26678.77,2026-07-12,offers_declined
app_df1bbb0503ac,brw_2e17eb5c0b6d,debt_consolidation,14000.36,2026-04-01,offers_declined
app_722e9be5152b,brw_7c32d1764751,home_improvement,37243.01,2026-06-18,funded
app_a616a59eeaaf,brw_ceb31594deb8,debt_consolidation,28438.3,2026-08-24,offers_declined
app_851190a7c7d5,brw_ceb31594deb8,home_improvement,20607.14,2026-08-24,funded
app_ffe970cffe42,brw_b5c777bb653b,major_purchase,21747.7,2026-06-06,offers_declined
app_2c0265770c6a,brw_b5c777bb653b,other,7398.56,2026-07-27,offers_declined
app_95c7f71f981a,brw_843c9947f973,major_purchase,10328.88,2026-05-23,offers_declined
app_e8cfac77c240,brw_1cb88c45a23e,debt_consolidation,26886.0,2026-06-23,funded
app_a8ba78069a5d,brw_822392686121,medical,4034.53,2025-08-05,offers_declined
app_ea2d39de866a,brw_eb54f8542b53,other,9740.23,2025-11-30,offers_declined
app_69f576607c05,brw_16899edbe5fa,home_improvement,5753.19,2025-10-09,funded
app_b061f7764ef6,brw_16899edbe5fa,debt_consolidation,5755.7,2025-08-29,funded
app_ee8dea054e02,brw_615c04c9be3c,debt_consolidation,8246.16,2026-08-15,funded
app_4a3206ed0dcd,brw_615c04c9be3c,major_purchase,18612.37,2026-09-01,funded
app_365e92dfe866,brw_cd3083bcbb6a,home_improvement,28494.59,2026-05-09,funded
app_69665cef32ca,brw_13db2ef49263,home_improvement,30283.54,2026-05-12,offers_declined
app_92a3b4470ce9,brw_13db2ef49263,debt_consolidation,34809.64,2026-06-09,offers_declined
app_0692c923be36,brw_b0c1c01f8a20,debt_consolidation,32868.41,2026-01-17,offers_declined
app_8acd3a2363da,brw_b0c1c01f8a20,home_improvement,14868.13,2026-04-18,funded
app_253fcb3c32e0,brw_cfa80ee5402c,major_purchase,19487.0,2026-08-25,offers_declined
app_3aa1b67c9ceb,brw_cfa80ee5402c,home_improvement,14059.15,2026-08-10,offers_declined
app_0d5fde3c2f12,brw_b1023dc87f95,major_purchase,22478.52,2026-07-01,offers_declined
app_d37a648498b3,brw_b24944cb7e1f,home_improvement,39049.53,2026-03-19,funded
app_a475f74ec625,brw_b24944cb7e1f,debt_consolidation,14330.55,2026-03-11,funded
app_d48be0b23607,brw_b24944cb7e1f,medical,7776.51,2026-06-23,funded
app_f6bf1b5225ee,brw_d2877d51ba05,debt_consolidation,15997.22,2026-07-09,offers_declined
app_7c6879b09c66,brw_0eaa25ad499f,home_improvement,10998.19,2026-05-28,offers_declined
app_a283a5543520,brw_2334944c2753,home_improvement,15964.71,2025-08-30,offers_declined
app_540afa24261f,brw_2334944c2753,other,16400.53,2026-02-22,funded
app_d290afbccfe5,brw_6aae54ed61ff,major_purchase,16852.57,2026-08-04,offers_declined
app_7f3b0e751c69,brw_6aae54ed61ff,debt_consolidation,6495.18,2026-08-29,offers_declined
app_e0f9a365df0e,brw_c0ab26884d81,debt_consolidation,32343.28,2026-07-16,funded
app_037d0a025d4c,brw_8880df7af1af,major_purchase,20336.76,2026-06-27,funded
app_d097969e3acd,brw_8880df7af1af,debt_consolidation,12457.53,2026-03-18,funded
app_e4cd703e7449,brw_8880df7af1af,debt_consolidation,33027.61,2026-02-14,funded
app_69ac50fff845,brw_dc8463c93421,debt_consolidation,23619.49,2025-12-06,funded
app_2c4b8804f4b5,brw_bce07bccd1f2,other,13004.27,2026-04-09,offers_declined
app_ea3a539364b2,brw_bce07bccd1f2,debt_consolidation,7359.42,2026-03-05,funded
app_0fe7728d7d46,brw_6f0161bc1e7f,home_improvement,8793.94,2025-11-19,offers_declined
app_fe5290f04625,brw_0cca3d60ad66,other,5729.93,2026-04-24,funded
app_78fad100ef19,brw_0cca3d60ad66,debt_consolidation,24745.53,2026-05-27,funded
app_170c6a6edd94,brw_66b28fed96e0,medical,3725.12,2026-09-03,funded
app_2a0ccd8a8088,brw_8ae900e78e89,medical,10934.93,2026-05-22,funded
app_aa22f2147f4b,brw_3b50531b3b24,debt_consolidation,33290.66,2026-06-18,funded
app_3d2c9c6953c1,brw_45429c3110db,other,15971.17,2026-09-15,funded
app_97f0bf38e744,brw_a1d3a0fb13c5,home_improvement,8793.18,2026-08-31,funded
app_b8d5a08c1754,brw_a1d3a0fb13c5,debt_consolidation,23902.21,2026-06-14,offers_declined
app_e44745674d79,brw_a1d3a0fb13c5,major_purchase,12223.86,2026-06-03,funded
app_5aa62016fb59,brw_4b156144ba54,debt_consolidation,24859.38,2026-06-14,funded
app_59ba92370232,brw_cab4c3e52c9d,debt_consolidation,22037.75,2026-09-15,offers_declined
app_08d3548fe68b,brw_0ca9e76c48eb,home_improvement,27559.91,2026-08-04,funded
app_352148ab7c9a,brw_0ca9e76c48eb,medical,12857.37,2026-08-01,funded
app_86ffc8562a7a,brw_35e692b9fa00,other,15192.72,2026-02-11,offers_declined
app_a0a5a2c496ce,brw_c9da8f422a20,debt_consolidation,34755.68,2026-05-19,funded
app_c8a8f9f02569,brw_c9da8f422a20,debt_consolidation,7448.34,2026-01-28,offers_declined
app_3bcbbd061e1a,brw_c9da8f422a20,home_improvement,18311.6,2026-05-10,funded
app_93b7cbd2b1c0,brw_da611928fc03,other,6947.41,2026-08-04,offers_declined
app_08eacca6891b,brw_da611928fc03,other,12966.08,2026-09-14,no_offers
app_760798efdf6e,brw_ffaf09da9589,major_purchase,22327.26,2026-08-14,funded
app_f05fc8a8b21d,brw_9cf19a1e6bc6,home_improvement,24809.18,2026-03-22,funded
app_2ee6199ac84e,brw_59b575dbb417,major_purchase,3551.3,2026-05-29,offers_declined
app_ac4247b788a4,brw_59b575dbb417,debt_consolidation,15943.04,2026-02-10,funded
app_2420d11c00c9,brw_98458705696b,medical,3090.84,2026-02-26,funded
app_cdf6965d25bf,brw_98458705696b,home_improvement,22571.04,2025-12-18,offers_declined
app_de3397bdcb92,brw_98458705696b,home_improvement,6694.54,2026-03-19,funded
app_61baaad23f40,brw_3ef10e5f5177,medical,6664.29,2026-08-17,funded
app_a3ab4efa7e5c,brw_3ef10e5f5177,other,7241.06,2026-08-25,funded
app_707ab0e9d18e,brw_3ef10e5f5177,debt_consolidation,20420.54,2026-07-16,funded
app_442d1557fb5d,brw_8af831755acd,debt_consolidation,32281.03,2026-06-18,offers_declined
app_eebedea3f315,brw_3d5c8e71cc22,debt_consolidation,18557.74,2026-03-24,offers_declined
app_9e7c06f79a44,brw_9acabeeefa47,debt_consolidation,24979.79,2026-08-27,funded
app_dd82da1ac9ca,brw_9acabeeefa47,other,13984.16,2025-08-25,funded
app_bda39d202537,brw_9acabeeefa47,major_purchase,20381.49,2026-01-11,funded
app_8aa57856f54d,brw_907c95be8157,medical,11754.24,2026-03-04,funded
app_2ce7beb5625f,brw_6c612ea38d9d,debt_consolidation,23348.04,2026-03-28,funded
app_413010b1848e,brw_d8462c8da840,debt_consolidation,10200.09,2026-07-17,funded
app_dce4878b0e47,brw_04e9718a641f,major_purchase,11589.99,2026-04-14,funded
app_ded2b459175c,brw_9095cf54dfe5,home_improvement,29175.42,2026-09-14,offers_declined
app_67bf8da103ec,brw_9095cf54dfe5,debt_consolidation,18986.36,2026-09-08,funded
app_a6bfbc0106c4,brw_e061f30ab8bc,debt_consolidation,6182.29,2026-07-23,offers_declined
app_9e01351708c5,brw_358118c16705,home_improvement,4886.86,2025-06-13,funded
app_d60028591f16,brw_358118c16705,debt_consolidation,7501.42,2025-10-08,offers_declined
app_55b92b482ae7,brw_358118c16705,home_improvement,31543.52,2026-05-31,funded
app_f5450b56a19c,brw_241bddda636e,other,10843.49,2025-10-19,funded
app_85bfb80d4276,brw_866104f24486,home_improvement,7358.02,2026-09-13,funded
app_08b4d24bfb59,brw_29a87d941a4a,debt_consolidation,10235.15,2026-08-16,offers_declined
app_bd696fd6a795,brw_76f6f54d945a,debt_consolidation,8466.4,2026-04-03,funded
app_af0b8dd852d2,brw_76f6f54d945a,debt_consolidation,31612.61,2026-06-30,funded
app_bcb130668a9a,brw_76f6f54d945a,debt_consolidation,11395.39,2026-04-06,funded
app_7fee4ebdbcf0,brw_ceee23d97780,home_improvement,21065.99,2026-02-07,funded
app_4c0cf17c0bbe,brw_736af84ae34e,major_purchase,24851.32,2026-05-02,funded
app_b30636f31029,brw_f038449d3663,home_improvement,15503.19,2026-08-26,funded
app_c729924c2963,brw_f038449d3663,debt_consolidation,31721.22,2026-05-04,offers_declined
app_35ddadf6987f,brw_f038449d3663,debt_consolidation,15132.53,2025-11-18,offers_declined
app_ccac4819e3da,brw_5f4f5622643f,medical,8387.01,2026-08-05,no_offers
app_51431ec5a25b,brw_84173dee87cc,debt_consolidation,33960.45,2025-12-30,funded
app_ba95dfcf3abe,brw_5e9c8f201263,debt_consolidation,19645.69,2026-06-25,funded
app_38075ad403cf,brw_5e9c8f201263,debt_consolidation,11715.37,2026-06-02,funded
app_51597f74baba,brw_5e9c8f201263,medical,1296.46,2026-05-07,offers_declined
app_e3ba84c718cf,brw_94a9e782473c,home_improvement,16619.36,2026-06-28,offers_declined
app_dc8684c5ed70,brw_1e40730929b6,debt_consolidation,27779.22,2026-08-28,funded
app_e1c74d8c3ba3,brw_c2f5e8b73f67,debt_consolidation,24319.57,2026-08-15,offers_declined
app_65691736d98b,brw_c2f5e8b73f67,debt_consolidation,14078.14,2026-05-25,funded
app_4a0f3d55f550,brw_c2f5e8b73f67,medical,8396.09,2026-09-15,funded
app_65d3e98770bf,brw_d41ad2dc8410,major_purchase,13020.07,2026-09-02,funded
app_26ed8c768632,brw_0a52e4c9cbee,major_purchase,19385.76,2026-05-12,offers_declined
app_28ceb6c320ab,brw_2209ce0bc05c,home_improvement,12085.88,2026-08-26,funded
app_f5c60953b672,brw_2209ce0bc05c,major_purchase,19901.27,2026-08-22,funded
app_4c48c496ef63,brw_2209ce0bc05c,other,18467.42,2026-08-02,funded
app_13587eafb253,brw_45ed772eae8f,debt_consolidation,11839.55,2026-08-01,funded
app_5ff907cf6099,brw_45ed772eae8f,debt_consolidation,18182.37,2026-09-13,offers_declined
app_0083b66abdfd,brw_262a5d097048,debt_consolidation,23227.15,2025-07-21,funded
app_5b6895bd7e5e,brw_262a5d097048,debt_consolidation,13702.03,2026-07-31,offers_declined
app_fa245434dab6,brw_61c69b0a7bc2,debt_consolidation,30717.22,2026-07-19,offers_declined
app_4273d2615d5d,brw_61c69b0a7bc2,debt_consolidation,29487.39,2026-01-28,offers_declined
app_82fbfab3d1b1,brw_90c171568506,debt_consolidation,14180.99,2026-08-15,funded
app_6e465d93681f,brw_90c171568506,medical,14328.54,2026-06-20,offers_declined
